[00:00] 歡迎大家來到今天的欺騰的介紹的作者
[01:22:09] 因為你不知道的話
[01:22:11] 你可以在那個
[01:22:13] 聊天這邊
[01:22:16] 打不知道讓我知道一下
[01:22:18] 好
[01:22:20] 有
[01:22:22] 朋友說不知道
[01:22:24] 好那我稍微解釋一下
[01:22:26] 項處呢
[01:22:28] 他就是一個追蹤層次嘛
[01:22:30] 就是各位有沒有曾經呢
[01:22:33] 就是你在
[01:22:34] Facebook上
[01:22:36] 你有看到了一個廣告
[01:22:39] 你點進去之後
[01:22:41] 你下一次回過頭來
[01:22:43] 你在FB或者是
[01:22:45] 你在看新聞
[01:22:47] 網站的時候
[01:22:48] 你都會一直看到他的廣告追著你這樣
[01:22:51] 然後這兩個朋友
[01:22:52] 就是
[01:22:54] 你有沒有這樣經驗這樣
[01:22:56] 就是當你到了一個夜面之後
[01:22:58] 你過了一段時間
[01:22:59] 你會發現廣告都一直看到他的這樣
[01:23:05] 好
[01:23:06] 那為什麼他
[01:23:08] 會這樣子
[01:23:09] 會有這樣的狀況
[01:23:10] 就是因為他在他的網站上
[01:23:12] 他有一個層次嘛
[01:23:14] 這個層次嘛
[01:23:15] 他會追蹤
[01:23:16] 所有到這個網站的
[01:23:18] 每一個朋友他的行為
[01:23:21] 常見的行為有哪些
[01:23:22] 就是第一個我到過這個網站
[01:23:24] 然後第二個呢
[01:23:25] 我瀏覽
[01:23:27] 滑到哪邊
[01:23:28] 其實這個人都知道
[01:23:30] 然後我們在網站的時候
[01:23:32] 會有搜尋框
[01:23:34] 如果我有在那邊搜尋
[01:23:35] 他也會觸發一個時間
[01:23:37] 你要的搜尋
[01:23:38] 所以他也會知道
[01:23:39] 你有做過搜尋
[01:23:40] 甚至你搜尋的關鍵字
[01:23:42] 是哪一個
[01:23:43] 你有網站
[01:23:45] 有這個追蹤層次嘛
[01:23:46] 的時候他也會記錄下來
[01:23:48] 然後你有沒有在網站
[01:23:50] 上面有點過這個按鈕
[01:23:52] 當你點這個按鈕的時候
[01:23:54] 他也會追蹤下來
[01:23:55] 然後當你在網路上
[01:23:57] 你有加到購物車
[01:23:59] 你有填資料的時候
[01:24:01] 他也會記錄下來
[01:24:03] 當你有購買的他也會記錄下來
[01:24:05] 然後所以這個層次嘛
[01:24:07] 他就是
[01:24:08] 做這個追蹤記錄的工具
[01:24:11] 然後所以你如果
[01:24:13] 要在網路上
[01:24:14] 你要建一個網站要做生意的時候
[01:24:16] 如果你還要去處理這個層次嘛
[01:24:19] 那就太累了
[01:24:20] 然後所以一般我們等一下
[01:24:22] 後面有推薦的這些平台
[01:24:24] 他在向著追蹤上面的
[01:24:26] 那你都會有一個廣告的項數
[01:24:31] 你只要這些平台
[01:24:35] 你只要把那個項數的
[01:24:37] 他也會串數字
[01:24:39] 把那個數字貼上去
[01:24:40] 之後這個項數安裝就好了
[01:24:43] 所以你這個好的系統
[01:24:45] 他已經幫你處理工程式的這個區塊
[01:24:49] 然後客戶下單要直覺
[01:24:51] 怎麼要客戶下單直覺呢
[01:24:53] 就是你有沒有朋友有用過
[01:24:56] 有一些網站
[01:24:57] 你要下單的時候
[01:24:58] 你還要先登入會員
[01:25:00] 對 然後如果你有遇到這樣的狀況
[01:25:03] 有很多的人可能就直接跳離了
[01:25:07] 然後所以
[01:25:08] 如果你要選這個系統的時候
[01:25:10] 你會發現
[01:25:11] 他沒有辦法在直接下單
[01:25:14] 他還要登入的時候才能夠買的話
[01:25:17] 這個系統就不好這樣
[01:25:20] 然後所以如果你不是一個品牌
[01:25:23] 你千萬不要讓你的客戶先登入在嗎
[01:25:26] 對 然後我們等一下後面會講到
[01:25:29] 就是
[01:25:30] 當我們做到品牌電商的時候
[01:25:32] 我們才需要去玩會員這樣
[01:25:34] 那如果你還不是做品牌電商的話
[01:25:37] 你盡量就是能夠越快速賣出產品
[01:25:41] 最好的這樣
[01:25:43] 然後第四個呢就是
[01:25:45] 要編輯很簡單
[01:25:48] 查詢訂單要很清楚這樣
[01:25:50] 我舉例來講就是
[01:25:52] 如果你是做電商的人
[01:25:54] 你可能會有不同的付款方式
[01:25:56] 譬如
[01:25:57] 新用卡付款
[01:25:59] 或到
[01:26:00] 操張取貨
[01:26:01] 或到付款
[01:26:03] 然後或者是呢
[01:26:05] 你會有一些人他
[01:26:07] 已出貨
[01:26:08] 然後或者是
[01:26:10] ATM轉帳還沒有付款完成
[01:26:13] 所以他會有
[01:26:15] 這些不同的區塊
[01:26:18] 所以如果你要用一個好的系統的時候
[01:26:22] 他最好的就是我可以直接選舉
[01:26:25] 譬如說
[01:26:26] 我現在要
[01:26:28] 三一選
[01:26:29] 新用卡付款
[01:26:30] 他就一次把所有新用款付款的
[01:26:32] 人拉出來
[01:26:33] 然後你就可以很快速的去看
[01:26:36] 他是不是已經付款完成
[01:26:37] 付款完成
[01:26:38] 就直接把它拋到出貨這個部分
[01:26:41] 然後所以這個部分呢
[01:26:43] 他跳出來了
[01:26:46] 好回來
[01:26:48] 然後在這邊呢
[01:26:49] 就是一個好的系統呢
[01:26:51] 他需要有編輯簡單
[01:26:52] 跟查詢訂單很清楚的這個狀況
[01:26:55] 然後最後一個呢
[01:26:56] 就是最好他可以
[01:26:57] 串電子發票
[01:26:59] 然後這邊呢
[01:27:00] 我曾經
[01:27:02] 剛開始做電商的時候
[01:27:04] 我曾經有遇過
[01:27:05] 一開始
[01:27:06] 想要省錢
[01:27:07] 然後所以我是用那種
[01:27:10] 後時機那種發票
[01:27:12] 哇
[01:27:13] 當你不是電子發票
[01:27:15] 你出貨量又大的時候
[01:27:17] 你就會封掉
[01:27:18] 我曾經有一個晚上
[01:27:19] 一個晚上在那邊
[01:27:20] 光打這個發票
[01:27:22] 我打了一整個晚上這樣
[01:27:24] 而且呢
[01:27:25] 現在如果你是做電商
[01:27:27] 你的這個發票
[01:27:29] 原則上是要隨貨
[01:27:31] 一起出去的
[01:27:32] 所以你在出貨
[01:27:34] 或者流程當中的
[01:27:35] 你會
[01:27:36] 你會開始包貨
[01:27:37] 包貨的時候
[01:27:38] 同時你要有一個
[01:27:39] 那邊打發票
[01:27:40] 然後把發票
[01:27:41] 放到那個貨裡面
[01:27:42] 然後最後
[01:27:43] 就繼續去給他
[01:27:44] 然後更麻煩
[01:27:46] 更麻煩
[01:27:54] 電子發票的話
[01:27:55] 你會更爽
[01:27:56] 為什麼呢
[01:27:57] 因為你只要
[01:27:58] 把他
[01:27:59] 一次
[01:28:00] 說開發票
[01:28:01] 他這些發票都出去
[01:28:02] 然後我剛繼續講
[01:28:04] 最怕是什麼
[01:28:05] 你知道嗎
[01:28:06] 有一些人啊
[01:28:08] 他跟你訂了貨之後
[01:28:09] 他到超商他沒有去拿
[01:28:11] 然後超過七天之後
[01:28:13] 這個
[01:28:14] 超商會把這個
[01:28:16] 產品退回來
[01:28:17] 然後這個時候
[01:28:19] 你的發票
[01:28:20] 已經開出去了
[01:28:21] 你這張發票
[01:28:22] 還要做費這樣
[01:28:23] 然後
[01:28:24] 所以呢
[01:28:25] 我當時一開始
[01:28:26] 做電商的時候
[01:28:27] 沒有穿電子發票
[01:28:28] 然後我每天
[01:28:30] 那邊打這個發票
[01:28:31] 然後有客戶
[01:28:33] 退外回來
[01:28:34] 你還要再去做費一次發票
[01:28:35] 哇
[01:28:36] 真的是
[01:28:37] 哇
[01:28:38] 哇
[01:28:39] 哇
[01:28:40] 哇
[01:28:41] 哇
[01:28:42] 哇
[01:28:43] 哇
[01:28:44] 哇
[01:28:45] 哇
[01:28:46] 哇
[01:28:47] 哇
[01:28:48] 哇
[01:28:49] 哇
[01:28:50] 哇
[01:28:51] 哇
[01:28:52] 哇
[01:28:53] 哇
[01:28:54] 哇
[01:28:55] 哇
[01:28:56] 哇
[01:28:57] 哇
[01:28:58] 哇
[01:28:59] 哇
[01:29:00] 哇
[01:29:01] 哇
[01:29:02] 哇
[01:29:03] 哇
[01:29:04] 哇
[01:29:05] 哇
[01:29:06] 哇
[01:29:07] 哇
[01:29:08] 哇
[01:29:09] 哇
[01:29:10] 哇
[01:29:11] 哇
[01:29:12] 哇
[01:29:13] 哇
[01:29:14] 哇
[01:29:15] 哇
[01:29:16] 哇
[01:29:17] 哇
[01:29:18] 哇
[01:29:19] 哇
[01:29:20] 哇
[01:29:21] 哇
[01:29:22] 哇
[01:29:23] 哇
[01:29:24] 哇
[01:29:25] 哇
[01:29:26] 哇
[01:29:27] 哇
[01:29:28] 哇
[01:29:29] 哇
[01:29:30] 哇
[01:29:31] 哇
[01:29:32] 哇
[01:29:33] 哇
[01:29:34] 哇
[01:29:35] 哇
[01:29:36] 哇
[01:29:36] 哇
[01:29:37] 哇
[01:29:38] 哇
[01:29:39] 哇
[01:29:40] 哇
[01:29:41] 哇
[01:29:42] 哇
[01:29:43] 哇
[01:29:44] 哇
[01:29:45] 哇
[01:29:46] 哇
[01:29:47] 哇
[01:29:48] 哇
[01:29:49] 哇
[01:29:50] 哇
[01:29:51] 哇
[01:29:52] 哇
[01:29:53] 哇
[01:29:54] 哇
[01:29:55] 哇
[01:29:56] 哇
[01:29:57] 哇
[01:29:58] 哇
[01:29:59] 哇
[01:30:00] 哇
[01:30:01] 哇
[01:30:02] 哇
[01:30:03] 哇
[01:30:04] 哇
[01:30:05] 哇
[01:30:06] 哇
[01:30:07] 哇
[01:30:08] 哇
[01:30:09] 哇
[01:30:10] 哇
[01:30:11] 哇
[01:30:12] 哇
[01:30:13] 哇
[01:30:14] 哇
[01:30:15] 哇
[01:30:16] 哇
[01:30:17] 哇
[01:30:18] 哇
[01:30:19] 哇
[01:30:20] 哇
[01:30:21] 哇
[01:30:22] 哇
[01:30:23] 哇
[01:30:24] 哇
[01:30:25] 哇
[01:30:26] 哇
[01:30:27] 哇
[01:30:28] 哇
[01:30:29] 哇
[01:30:30] 哇
[01:30:31] 哇
[01:30:32] 哇
[01:30:33] 哇
[01:30:34] 哇
[01:30:35] 哇
[01:30:35] 哇
[01:30:36] 哇
[01:30:37] 哇
[01:30:38] 哇
[01:30:39] 哇
[01:30:40] 哇
[01:30:41] 哇
[01:30:42] 哇
[01:30:43] 哇
[01:30:44] 哇
[01:30:45] 哇
[01:30:46] 哇
[01:30:47] 哇
[01:30:48] 哇
[01:30:49] 哇
[01:30:50] 哇
[01:30:51] 哇
[01:30:52] 哇
[01:30:53] 哇
[01:30:54] 哇
[01:30:55] 哇
[01:30:56] 哇
[01:30:57] 哇
[01:30:58] 哇
[01:30:59] 哇
[01:31:00] 哇
[01:31:01] 哇
[01:31:02] 哇
[01:31:03] 哇
[01:31:04] 哇
[01:31:05] 哇
[01:31:06] 哇
[01:31:07] 哇
[01:31:08] 哇
[01:31:09] 哇
[01:31:10] 哇
[01:31:11] 哇
[01:31:12] 哇
[01:31:13] 哇
[01:31:14] 哇
[01:31:15] 哇
[01:31:16] 哇
[01:31:17] 哇
[01:31:18] 哇
[01:31:19] 哇
[01:31:20] 哇
[01:31:21] 哇
[01:31:22] 哇
[01:31:23] 哇
[01:31:24] 哇
[01:31:25] 哇
[01:31:26] 哇
[01:31:27] 哇
[01:31:28] 哇
[01:31:29] 哇
[01:31:30] 哇
[01:31:31] 哇
[01:31:32] 哇
[01:31:33] 哇
[01:31:34] 哇
[01:31:35] 哇
[01:31:36] 哇
[01:31:37] 哇
[01:31:38] 哇
[01:31:39] 哇
[01:31:40] 哇
[01:31:41] 哇
[01:31:42] 哇
[01:31:43] 哇
[01:31:44] 哇
[01:31:45] 哇
[01:31:46] 哇
[01:31:47] 哇
[01:31:48] 哇
[01:31:49] 哇
[01:31:50] 哇
[01:31:51] 哇
[01:31:52] 哇
[01:31:53] 哇
[01:31:54] 哇
[01:31:55] 哇
[01:31:56] 哇
[01:31:57] 哇
[01:31:58] 哇
[01:31:59] 哇
[01:32:00] 哇
[01:32:01] 哇
[01:32:02] 哇
[01:32:03] 哇
[01:32:03] 哇
[01:32:04] 哇
[01:32:05] 哇
[01:32:06] 哇
[01:32:07] 哇
[01:32:08] 哇
[01:32:09] 哇
[01:32:10] 哇
[01:32:11] 哇
[01:32:12] 哇
[01:32:13] 哇
[01:32:14] 哇
[01:32:15] 哇
[01:32:16] 哇
[01:32:17] 哇
[01:32:18] 哇
[01:32:19] 哇
[01:32:20] 哇
[01:32:21] 哇
[01:32:22] 哇
[01:32:23] 哇
[01:32:24] 哇
[01:32:25] 哇
[01:32:26] 哇
[01:32:27] 哇
[01:32:28] 哇
[01:32:29] 哇
[01:32:30] 哇
[01:32:31] 哇
[01:32:32] 哇
[01:32:33] 哇
[01:32:34] 哇
[01:32:35] 哇
[01:32:36] 哇
[01:32:37] 哇
[01:32:38] 哇
[01:32:39] 哇
[01:32:40] 哇
[01:32:41] 哇
[01:32:42] 哇
[01:32:43] 哇
[01:32:44] 哇
[01:32:45] 哇
[01:32:46] 哇
[01:32:47] 哇
[01:32:48] 哇
[01:32:49] 哇
[01:32:50] 哇
[01:32:51] 哇
[01:32:52] 哇
[01:32:53] 哇
[01:32:54] 哇
[01:32:55] 哇
[01:32:56] 哇
[01:32:57] 哇
[01:32:58] 哇
[01:32:59] 哇
[01:33:00] 哇
[01:33:01] 哇
[01:33:02] 哇
[01:33:02] 哇
[01:33:03] 哇
[01:33:04] 哇
[01:33:05] 哇
[01:33:06] 哇
[01:33:07] 哇
[01:33:08] 哇
[01:33:09] 哇
[01:33:10] 哇
[01:33:11] 哇
[01:33:12] 哇
[01:33:13] 哇
[01:33:14] 哇
[01:33:15] 哇
[01:33:16] 哇
[01:33:17] 哇
[01:33:18] 哇
[01:33:19] 哇
[01:33:20] 哇
[01:33:21] 哇
[01:33:22] 哇
[01:33:23] 哇
[01:33:24] 哇
[01:33:25] 哇
[01:33:26] 哇
[01:33:27] 哇
[01:33:28] 哇
[01:33:29] 哇
[01:33:30] 哇
[01:33:31] 哇
[01:33:32] 哇
[01:33:33] 哇
[01:33:34] 哇
[01:33:35] 哇
[01:33:36] 哇
[01:33:37] 哇
[01:33:38] 哇
[01:33:39] 哇
[01:33:40] 哇
[01:33:41] 哇
[01:33:42] 哇
[01:33:43] 哇
[01:33:44] 哇
[01:33:45] 哇
[01:33:46] 哇
[01:33:47] 哇
[01:33:48] 哇
[01:33:49] 哇
[01:33:50] 哇
[01:33:51] 哇
[01:33:52] 哇
[01:33:53] 哇
[01:33:54] 哇
[01:33:55] 哇
[01:33:56] 哇
[01:33:57] 哇
[01:33:58] 哇
[01:33:59] 哇
[01:34:00] 哇
[01:34:01] 哇
[01:34:01] 哇
[01:34:02] 哇
[01:34:03] 哇
[01:34:04] 哇
[01:34:05] 哇
[01:34:06] 哇
[01:34:07] 哇
[01:34:08] 哇
[01:34:09] 哇
[01:34:10] 哇
[01:34:11] 哇
[01:34:12] 哇
[01:34:13] 哇
[01:34:14] 哇
[01:34:15] 哇
[01:34:16] 哇
[01:34:17] 哇
[01:34:18] 哇
[01:34:19] 哇
[01:34:20] 哇
[01:34:21] 哇
[01:34:22] 哇
[01:34:23] 哇
[01:34:24] 哇
[01:34:25] 哇
[01:34:26] 哇
[01:34:27] 哇
[01:34:28] 哇
[01:34:29] 哇
[01:34:30] 哇
[01:34:31] 哇
[01:34:32] 哇
[01:34:33] 哇
[01:34:34] 哇
[01:34:35] 哇
[01:34:36] 哇
[01:34:37] 哇
[01:34:38] 哇
[01:34:39] 哇
[01:34:40] 哇
[01:34:41] 哇
[01:34:42] 哇
[01:34:43] 哇
[01:34:44] 哇
[01:34:45] 哇
[01:34:46] 哇
[01:34:47] 哇
[01:34:48] 哇
[01:34:49] 哇
[01:34:50] 哇
[01:34:51] 哇
[01:34:52] 哇
[01:34:53] 哇
[01:34:54] 哇
[01:34:55] 哇
[01:34:56] 哇
[01:34:57] 哇
[01:34:58] 哇
[01:34:59] 哇
[01:35:00] 哇
[01:35:01] 哇
[01:35:02] 哇
[01:35:03] 哇
[01:35:04] 哇
[01:35:05] 哇
[01:35:06] 哇
[01:35:07] 哇
[01:35:08] 哇
[01:35:09] 哇
[01:35:10] 哇
[01:35:11] 哇
[01:35:12] 哇
[01:35:13] 哇
[01:35:14] 哇
[01:35:15] 哇
[01:35:16] 哇
[01:35:17] 哇
[01:35:18] 哇
[01:35:19] 哇
[01:35:20] 哇
[01:35:21] 哇
[01:35:22] 哇
[01:35:23] 哇
[01:35:24] 哇
[01:35:25] 哇
[01:35:26] 哇
[01:35:27] 哇
[01:35:28] 哇
[01:35:29] 哇
[01:35:29] 哇
[01:35:30] 哇
[01:35:31] 哇
[01:35:32] 哇
[01:35:33] 哇
[01:35:34] 哇
[01:35:35] 哇
[01:35:36] 哇
[01:35:37] 哇
[01:35:38] 哇
[01:35:39] 哇
[01:35:40] 哇
[01:35:41] 哇
[01:35:42] 哇
[01:35:43] 哇
[01:35:44] 哇
[01:35:45] 哇
[01:35:46] 哇
[01:35:47] 哇
[01:35:48] 哇
[01:35:49] 哇
[01:35:50] 哇
[01:35:51] 哇
[01:35:52] 哇
[01:35:53] 哇
[01:35:54] 哇
[01:35:55] 哇
[01:35:56] 哇
[01:35:57] 哇
[01:35:58] 哇
[01:35:59] 哇
[01:36:00] 哇
[01:36:01] 哇
[01:36:02] 哇
[01:36:03] 哇
[01:36:04] 哇
[01:36:05] 哇
[01:36:06] 哇
[01:36:07] 哇
[01:36:08] 哇
[01:36:09] 哇
[01:36:10] 哇
[01:36:11] 哇
[01:36:12] 哇
[01:36:13] 哇
[01:36:14] 哇
[01:36:15] 哇
[01:36:16] 哇
[01:36:17] 哇
[01:36:18] 哇
[01:36:19] 哇
[01:36:20] 哇
[01:36:21] 哇
[01:36:22] 哇
[01:36:23] 哇
[01:36:24] 哇
[01:36:25] 哇
[01:36:26] 哇
[01:36:27] 哇
[01:36:28] 哇
[01:36:28] 哇
[01:36:29] 哇
[01:36:30] 哇
[01:36:31] 哇
[01:36:32] 哇
[01:36:33] 哇
[01:36:34] 哇
[01:36:35] 哇
[01:36:36] 哇
[01:36:37] 哇
[01:36:38] 哇
[01:36:39] 哇
[01:36:40] 哇
[01:36:41] 哇
[01:36:42] 哇
[01:36:43] 哇
[01:36:44] 哇
[01:36:45] 哇
[01:36:46] 哇
[01:36:47] 哇
[01:36:48] 哇
[01:36:49] 哇
[01:36:50] 哇
[01:36:51] 哇
[01:36:52] 哇
[01:36:53] 哇
[01:36:54] 哇
[01:36:55] 哇
[01:36:56] 哇
[01:36:57] 哇
[01:36:58] 哇
[01:36:59] 哇
[01:37:00] 哇
[01:37:01] 哇
[01:37:02] 哇
[01:37:03] 哇
[01:37:04] 哇
[01:37:05] 哇
[01:37:06] 哇
[01:37:07] 哇
[01:37:08] 哇
[01:37:09] 哇
[01:37:10] 哇
[01:37:11] 哇
[01:37:12] 哇
[01:37:13] 哇
[01:37:14] 哇
[01:37:15] 哇
[01:37:16] 哇
[01:37:17] 哇
[01:37:18] 哇
[01:37:19] 哇
[01:37:20] 哇
[01:37:21] 哇
[01:37:22] 哇
[01:37:23] 哇
[01:37:24] 哇
[01:37:25] 哇
[01:37:26] 哇
[01:37:27] 哇
[01:37:27] 哇
[01:37:28] 哇
[01:37:29] 哇
[01:37:30] 哇
[01:37:31] 哇
[01:37:32] 哇
[01:37:33] 哇
[01:37:34] 哇
[01:37:35] 哇
[01:37:36] 哇
[01:37:37] 哇
[01:37:38] 哇
[01:37:39] 哇
[01:37:40] 哇
[01:37:41] 哇
[01:37:42] 哇
[01:37:43] 哇
[01:37:44] 哇
[01:37:45] 哇
[01:37:46] 哇
[01:37:47] 哇
[01:37:48] 哇
[01:37:49] 哇
[01:37:50] 哇
[01:37:51] 哇
[01:37:52] 哇
[01:37:53] 哇
[01:37:54] 哇
[01:37:55] 哇
[01:37:56] 哇
[01:37:57] 哇
[01:37:58] 哇
[01:37:59] 哇
[01:38:00] 哇
[01:38:01] 哇
[01:38:02] 哇
[01:38:03] 哇
[01:38:04] 哇
[01:38:05] 哇
[01:38:06] 哇
[01:38:07] 哇
[01:38:08] 哇
[01:38:09] 哇
[01:38:10] 哇
[01:38:11] 哇
[01:38:12] 哇
[01:38:13] 哇
[01:38:14] 哇
[01:38:15] 哇
[01:38:16] 哇
[01:38:17] 哇
[01:38:18] 哇
[01:38:19] 哇
[01:38:20] 哇
[01:38:21] 哇
[01:38:22] 哇
[01:38:23] 哇
[01:38:24] 哇
[01:38:25] 哇
[01:38:26] 哇
[01:38:26] 哇
[01:38:27] 哇
[01:38:28] 哇
[01:38:29] 哇
[01:38:30] 哇
[01:38:31] 哇
[01:38:32] 哇
[01:38:33] 哇
[01:38:34] 哇
[01:38:35] 哇
[01:38:36] 哇
[01:38:37] 哇
[01:38:38] 哇
[01:38:39] 哇
[01:38:40] 哇
[01:38:41] 哇
[01:38:42] 哇
[01:38:43] 哇
[01:38:44] 哇
[01:38:45] 哇
[01:38:46] 哇
[01:38:47] 哇
[01:38:48] 哇
[01:38:49] 哇
[01:38:50] 哇
[01:38:51] 哇
[01:38:52] 哇
[01:38:53] 哇
[01:38:54] 哇
[01:38:55] 哇
[01:38:56] 哇
[01:38:57] 哇
[01:38:58] 哇
[01:38:59] 哇
[01:39:00] 哇
[01:39:01] 哇
[01:39:02] 哇
[01:39:03] 哇
[01:39:04] 哇
[01:39:05] 哇
[01:39:06] 哇
[01:39:07] 哇
[01:39:08] 哇
[01:39:09] 哇
[01:39:10] 哇
[01:39:11] 哇
[01:39:12] 哇
[01:39:13] 哇
[01:39:14] 哇
[01:39:15] 哇
[01:39:16] 哇
[01:39:17] 哇
[01:39:18] 哇
[01:39:19] 哇
[01:39:20] 哇
[01:39:21] 哇
[01:39:22] 哇
[01:39:23] 哇
[01:39:24] 哇
[01:39:25] 哇
[01:39:25] 哇
[01:39:26] 哇
[01:39:27] 哇
[01:39:28] 哇
[01:39:29] 哇
[01:39:30] 哇
[01:39:31] 哇
[01:39:32] 哇
[01:39:33] 哇
[01:39:34] 哇
[01:39:35] 哇
[01:39:36] 哇
[01:39:37] 哇
[01:39:38] 哇
[01:39:39] 哇
[01:39:40] 哇
[01:39:41] 哇
[01:39:42] 哇
[01:39:43] 哇
[01:39:44] 哇
[01:39:45] 哇
[01:39:46] 哇
[01:39:47] 哇
[01:39:48] 哇
[01:39:49] 哇
[01:39:50] 哇
[01:39:51] 哇
[01:39:52] 哇
[01:39:53] 哇
[01:39:54] 哇
[01:39:55] 哇
[01:39:56] 哇
[01:39:57] 哇
[01:39:58] 哇
[01:39:59] 哇
[01:40:00] 哇
[01:40:01] 哇
[01:40:02] 哇
[01:40:03] 哇
[01:40:04] 哇
[01:40:05] 哇
[01:40:06] 哇
[01:40:07] 哇
[01:40:08] 哇
[01:40:09] 哇
[01:40:10] 哇
[01:40:11] 哇
[01:40:12] 哇
[01:40:13] 哇
[01:40:14] 哇
[01:40:15] 哇
[01:40:16] 哇
[01:40:17] 哇
[01:40:18] 哇
[01:40:19] 哇
[01:40:20] 哇
[01:40:21] 哇
[01:40:22] 哇
[01:40:23] 哇
[01:40:24] 哇
[01:40:25] 哇
[01:40:26] 哇
[01:40:27] 哇
[01:40:28] 哇
[01:40:29] 哇
[01:40:30] 哇
[01:40:31] 哇
[01:40:32] 哇
[01:40:33] 哇
[01:40:34] 哇
[01:40:35] 哇
[01:40:36] 哇
[01:40:37] 哇
[01:40:38] 哇
[01:40:39] 哇
[01:40:40] 哇
[01:40:41] 哇
[01:40:42] 哇
[01:40:43] 哇
[01:40:44] 哇
[01:40:45] 哇
[01:40:46] 哇
[01:40:47] 哇
[01:40:48] 哇
[01:40:49] 哇
[01:40:50] 哇
[01:40:51] 哇
[01:40:52] 哇
[01:40:53] 哇
[01:40:54] 哇
[01:40:55] 哇
[01:40:56] 哇
[01:40:57] 哇
[01:40:58] 哇
[01:40:59] 哇
[01:41:00] 哇
[01:41:01] 哇
[01:41:02] 哇
[01:41:03] 哇
[01:41:04] 哇
[01:41:05] 哇
[01:41:06] 哇
[01:41:07] 哇
[01:41:08] 哇
[01:41:09] 哇
[01:41:10] 哇
[01:41:11] 哇
[01:41:12] 哇
[01:41:13] 哇
[01:41:14] 哇
[01:41:15] 哇
[01:41:16] 哇
[01:41:17] 哇
[01:41:18] 哇
[01:41:19] 哇
[01:41:20] 哇
[01:41:21] 哇
[01:41:22] 哇
[01:41:22] 哇
[01:41:23] 哇
[01:41:24] 哇
[01:41:25] 哇
[01:41:26] 哇
[01:41:27] 哇
[01:41:28] 哇
[01:41:29] 哇
[01:41:30] 哇
[01:41:31] 哇
[01:41:32] 哇
[01:41:33] 哇
[01:41:34] 哇
[01:41:35] 哇
[01:41:36] 哇
[01:41:37] 哇
[01:41:38] 哇
[01:41:39] 哇
[01:41:40] 哇
[01:41:41] 哇
[01:41:42] 哇
[01:41:43] 哇
[01:41:44] 哇
[01:41:45] 哇
[01:41:46] 哇
[01:41:47] 哇
[01:41:48] 哇
[01:41:49] 哇
[01:41:50] 哇
[01:41:51] 哇
[01:41:52] 哇
[01:41:53] 哇
[01:41:54] 哇
[01:41:55] 哇
[01:41:56] 哇
[01:41:57] 哇
[01:41:58] 哇
[01:41:59] 哇
[01:42:00] 哇
[01:42:01] 哇
[01:42:02] 哇
[01:42:03] 哇
[01:42:04] 哇
[01:42:05] 哇
[01:42:06] 哇
[01:42:07] 哇
[01:42:08] 哇
[01:42:09] 哇
[01:42:10] 哇
[01:42:11] 哇
[01:42:12] 哇
[01:42:13] 哇
[01:42:14] 哇
[01:42:15] 哇
[01:42:16] 哇
[01:42:17] 哇
[01:42:18] 哇
[01:42:19] 哇
[01:42:20] 哇
[01:42:21] 哇
[01:42:21] 哇
[01:42:22] 哇
[01:42:23] 哇
[01:42:24] 哇
[01:42:25] 哇
[01:42:26] 哇
[01:42:27] 哇
[01:42:28] 哇
[01:42:29] 哇
[01:42:30] 哇
[01:42:31] 哇
[01:42:32] 哇
[01:42:33] 哇
[01:42:34] 哇
[01:42:35] 哇
[01:42:36] 哇
[01:42:37] 哇
[01:42:38] 哇
[01:42:39] 哇
[01:42:40] 哇
[01:42:41] 哇
[01:42:42] 哇
[01:42:43] 哇
[01:42:44] 哇
[01:42:45] 哇
[01:42:46] 哇
[01:42:47] 哇
[01:42:48] 哇
[01:42:49] 哇
[01:42:50] 哇
[01:42:51] 哇
[01:42:52] 哇
[01:42:53] 哇
[01:42:54] 哇
[01:42:55] 哇
[01:42:56] 哇
[01:42:57] 哇
[01:42:58] 哇
[01:42:59] 哇
[01:43:00] 哇
[01:43:01] 哇
[01:43:02] 哇
[01:43:03] 哇
[01:43:04] 哇
[01:43:05] 哇
[01:43:06] 哇
[01:43:07] 哇
[01:43:08] 哇
[01:43:09] 哇
[01:43:10] 哇
[01:43:11] 哇
[01:43:12] 哇
[01:43:13] 哇
[01:43:14] 哇
[01:43:15] 哇
[01:43:16] 哇
[01:43:17] 哇
[01:43:18] 哇
[01:43:19] 哇
[01:43:20] 哇
[01:43:20] 哇
[01:43:21] 哇
[01:43:22] 哇
[01:43:23] 哇
[01:43:24] 哇
[01:43:25] 哇
[01:43:26] 哇
[01:43:27] 哇
[01:43:28] 哇
[01:43:29] 哇
[01:43:30] 哇
[01:43:31] 哇
[01:43:32] 哇
[01:43:33] 哇
[01:43:34] 哇
[01:43:35] 哇
[01:43:36] 哇
[01:43:37] 哇
[01:43:38] 哇
[01:43:39] 哇
[01:43:40] 哇
[01:43:41] 哇
[01:43:42] 哇
[01:43:43] 哇
[01:43:44] 哇
[01:43:45] 哇
[01:43:46] 哇
[01:43:47] 哇
[01:43:48] 哇
[01:43:49] 哇
[01:43:50] 哇
[01:43:51] 哇
[01:43:52] 哇
[01:43:53] 哇
[01:43:54] 哇
[01:43:55] 哇
[01:43:56] 哇
[01:43:57] 哇
[01:43:58] 哇
[01:43:59] 哇
[01:44:00] 哇
