[00:00] 時間很寶貴
[01:21:39] 但是我覺得像你反而是空軍
[01:21:42] 跟地軍的東西你反而要
[01:21:44] 寫多一點
[01:21:45] 對因為空軍地軍的話
[01:21:47] 有點像是說
[01:21:48] 大家先覺得你這個人有價值
[01:21:50] 或是他覺得這個人有東西是他有興趣的
[01:21:53] 那後面再去寫自己觀點的時候
[01:21:56] 人家就會自動的好補說哦
[01:21:58] 其實你就是
[01:21:59] 對這塊你還蠻擅長的
[01:22:01] 然後他想聽聽看你
[01:22:03] 這個人的觀點
[01:22:04] 但是如果你直接都切了太多
[01:22:07] 自己的觀點的話
[01:22:08] 別人就會覺得說
[01:22:09] 我又不認識你我為什麼要去
[01:22:11] 就是
[01:22:12] 去這邊這邊就是那個
[01:22:14] 剛剛上面那個立迪卡爾就是
[01:22:16] 那天好像那個時候還沒有人
[01:22:18] 剛出來幾個鐘頭我覺得這好有趣哦
[01:22:20] 然後這邊就
[01:22:22] 他突然到有到上萬這樣
[01:22:24] 這個對我覺得這篇就是
[01:22:26] 蠻蠻我覺得蠻有就是空軍的那種感覺
[01:22:30] 哈哈
[01:22:31] 然後在分享大家都有共鳴的議題
[01:22:34] 然後在下面一個是有一個席蘭的
[01:22:37] 然後席蘭能夠看到
[01:22:38] 對對不更後面更後面這個
[01:22:40] 這是後來在推加
[01:22:41] 最那個就是一口氣到好幾萬
[01:22:45] 哦對在一天久有點久
[01:22:48] 這樣沒有就
[01:22:49] 就蠻席蘭的這種就是14一題的
[01:22:51] 那14一題基本上都很有機率去
[01:22:54] 看到了看到了
[01:22:55] 對22月20號左右
[01:22:59] 啊上面的離線長這樣也是還不錯
[01:23:02] 然後席蘭
[01:23:07] 啊在往
[01:23:09] 席蘭再往下還要再往最下面對20
[01:23:12] 1920號吧
[01:23:14] 哎過了哎不見了哎好算
[01:23:15] 沒有沒有你找到
[01:23:16] 你找到在貼在群組裡面就好
[01:23:18] 哦對我今天找
[01:23:19] 對好
[01:23:22] 請問是風
[01:23:26] 預計增加變現項目
[01:23:28] 哎靜雯你可以開麥克風嗎
[01:23:32] 哈嘍
[01:23:33] 嗨你可以開
[01:23:35] 你可以開鏡頭嗎還是沒化妝
[01:23:37] 我沒有化妝不好意思
[01:23:39] 那沒關係我不介意
[01:23:41] 哈哈我介意啊
[01:23:43] 好啦好啦那那你做一下好了
[01:23:45] 你原本的產品跟
[01:23:47] 我是新航者啦是風
[01:23:50] 哦你是新航你是那個鏡像鏡像
[01:23:53] 對
[01:23:55] 到底是叫鏡像還是鏡文
[01:23:57] 我的本名是叫鏡文啦
[01:23:59] 對ok ok
[01:24:01] 嗯那你現在是
[01:24:04] 哎原本就是那個倒數嗎
[01:24:07] 然後其實目前我在規劃的那個
[01:24:09] 變現項目還在規劃中還沒有
[01:24:12] 還沒有真的
[01:24:13] 把這個產品推出來
[01:24:15] 但未來其實我想要去做跟
[01:24:18] 開源彩妝有關的
[01:24:20] 呃變現項目
[01:24:21] 但這個東西因為其實我目前在
[01:24:23] 設計師上面經營的內容
[01:24:26] 就會比較偏向是個案的分享
[01:24:28] 那其實跟彩妝我們可以說一點關係
[01:24:31] 都沒有嘛
[01:24:33] 那只是說未來如果要退出這個東西的話
[01:24:35] 我如果突然把這個東西斷出來
[01:24:37] 我又不想要讓人家覺得說太傷業感
[01:24:41] 可是你說跟我原本進行的東西
[01:24:43] 沒有關係嗎
[01:24:43] 因為他也是跟開源跟
[01:24:45] 轉運有關的
[01:24:46] 所以其實好像又有點大嘎
[01:24:48] 所以我不太確定說像現在這樣的情形的話
[01:24:51] 是會建議我要開一個新的帳號
[01:24:54] 還是說我用原本的帳號一樣
[01:24:56] 去輸出這個內容
[01:24:58] 只是可能要去想一下
[01:24:59] 我們說溝通的方式
[01:25:01] 對就是
[01:25:03] 太確定哪一個方向是你比較建議的
[01:25:06] 我覺得
[01:25:08] 其實
[01:25:09] 其實我覺得很多人在
[01:25:11] 那個自媒體創作者最大問題就是時間不夠
[01:25:15] 對時間不夠的情況下
[01:25:17] 你要去經營兩個帳號
[01:25:19] 如果你自己是
[01:25:20] 覺得可以的話
[01:25:23] 那其實當然
[01:25:24] 你分開經營我覺得可能也還不錯
[01:25:28] 但是以我自己來說我有時候是
[01:25:31] 如果說是真的沒辦法經營
[01:25:33] 兩個帳號
[01:25:34] 除非客戶給我錢
[01:25:35] 然後就會覺得幹我死掉的經營
[01:25:37] 因為因為這關係到口碑嗎
[01:25:40] 那
[01:25:40] 可是像我自己是沒有動力經營兩個帳號
[01:25:44] 所以我會覺得說你可以嘗試看看
[01:25:47] 這個
[01:25:48] 把這個兩個
[01:25:49] 因為我覺得他性質也算接近
[01:25:51] 所以我覺得可以嘗試一兩個月是你把他們一起經營
[01:25:55] 然後
[01:25:56] 因為有可能一起經營
[01:25:57] 我覺得有機率是把效果更好
[01:26:01] 對
[01:26:02] 有可能會效果更好
[01:26:03] 那如果你覺得
[01:26:05] 一兩個月後
[01:26:06] 我們中間可以持續討論
[01:26:08] 那如果你覺得一兩個月後你覺得真的可能
[01:26:10] 我們都覺得沒有什麼
[01:26:12] 可能分開來反而真的比較單純的話
[01:26:15] 那可以再考慮分開
[01:26:16] 不然的話我覺得
[01:26:17] 以個人工作者或是以自己創業的話
[01:26:21] 實習時間很寶貴
[01:26:23] 因為雖然說像寫一篇脆文
[01:26:25] 可能像我只要寫30秒
[01:26:27] 可是其實我是
[01:26:29] 呃
[01:26:29] 我是我是蠻需要去思考這件事情要怎麼做
[01:26:33] 對所以所以他其實會佔據我的一些
[01:26:36] 那個認知的
[01:26:37] 認知的那個記憶體
[01:26:40] 還是這樣
[01:26:41] 你覺得嗯
[01:26:42] 好了解沒有啦
[01:26:44] 就是你如果都覺得時間不夠
[01:26:46] 跟我老師我你寫30秒我要半小時
[01:26:48] 哈哈
[01:26:50] 他寫30分鐘
[01:26:54] 對啊對啊所以
[01:26:55] 所以我其實傷浩也有意識到你剛剛講的問題啦
[01:26:59] 那我會猶豫的點是因為
[01:27:02] 呃即便我要推開運才能到這一個
[01:27:04] 變現項目其實他跟我原本的客群
[01:27:07] 某種程度上是重疊的
[01:27:09] 那從你的情況下確實好像可以去
[01:27:12] leverage只是說
[01:27:15] 我不知道突然間端出來這個說
[01:27:17] 哎你突然原本都只做命理
[01:27:19] 然後突然又
[01:27:20] 多一個彩妝的東西出來
[01:27:22] 然後人家會不會覺得很唐突
[01:27:24] 就覺得很很商業
[01:27:25] 然後因為很商業跟我原本人設可能也沒有這麼的
[01:27:30] 搭對我擔心的是這個啦
[01:27:32] 嗯我覺得說
[01:27:34] 其實有幾個方式啦
[01:27:35] 就是說像你的開運彩妝其實他可以
[01:27:38] 沒必是你
[01:27:39] 他們先來找你做過命理之後
[01:27:42] 他們加了你的官方帳號
[01:27:44] 然後你再去官方帳號裡面去跟大家分享這個東西
[01:27:48] 這樣可能就會變得比較不會那麼混亂
[01:27:51] 也是一個方式
[01:27:53] 然後但是我個人是覺得
[01:27:55] 像我們之前有講
[01:27:57] 那個實體活動有講到說那個
[01:27:59] 呃衡心跟衛星的定位
[01:28:02] 那像是以你現在說你其實
[01:28:05] 衡心的定位已經做的蠻深的嘛
[01:28:08] 就是你就是命理這個服務
[01:28:10] 所以其實反而你多開拓一些分支
[01:28:14] 對你的帳號的
[01:28:15] 立體性是立體性是好
[01:28:18] 因為現在可能有個問題就是確實就像你講
[01:28:21] 因為你本身個性的關係
[01:28:23] 所以你的帳號讓人家覺得就是業配感很低
[01:28:26] 可是這個壞處就是
[01:28:29] 當你業配感很低的時候
[01:28:30] 你就很難去變現
[01:28:32] 你就要變得好像
[01:28:33] 拐歪沒腳的然後牛牛捏捏的
[01:28:36] 小心翼翼的才敢去變現可是像
[01:28:39] 如果
[01:28:40] 呃這帳號本身就是平常其實就有在寫的話
[01:28:43] 或是他就平常就在教育他的粉絲說
[01:28:46] 為什麼他對於這個東西為什麼想做這個
[01:28:48] 那這東西他有什麼好的
[01:28:50] 那等到他經過剛剛講的起號的三個階段
[01:28:53] 他已經經過測試
[01:28:55] 經過發酵了
[01:28:56] 他最後才去引爆去變現的話
[01:28:58] 其實我覺得那個
[01:28:59] 呃以粉絲來說
[01:29:01] 他們接受度就會就其實是
[01:29:03] 不會很
[01:29:04] 就本來是比較高的
[01:29:06] 也不會很突兀
[01:29:07] 可是我說你今天
[01:29:08] 前面
[01:29:10] 你都完全不
[01:29:11] 不去講你的餐廳
[01:29:13] 然後你完全都不去
[01:29:15] 你也不去找到需求鏈
[01:29:16] 然後你今天突然有一天熊熊就開始講
[01:29:18] 開運彩妝的這個
[01:29:20] 然後順便附上下皮連結
[01:29:22] 那人家就會覺得說
[01:29:24] 很確實就有點突兀
[01:29:25] 對
[01:29:27] 好謝謝
[01:29:29] 對對對
[01:29:29] 好啊那我們今天時間差不多了
[01:29:32] 那請大家就是
[01:29:35] 再次呼籲
[01:29:36] 後續會開那個陪跑的
[01:29:38] 解陪跑的群組
[01:29:40] 那請大家這個
[01:29:43] 去做
[01:29:44] 這個自媒體的陪跑的作業
[01:29:46] 因為這個是我們很精心去設計過的
[01:29:49] 那當你有做之後
[01:29:50] 我差不多去
[01:29:51] 這個
[01:29:52] 跟你講進一步的回饋
[01:29:55] 那複習一下就是我們今天是在講
[01:29:56] 這個起號的三階段
[01:29:58] 這個對於說很多
[01:29:59] 我們
[01:30:00] 加剛加入的學生其實你們是
[01:30:03] 粉絲數比較少的
[01:30:04] 其實這個都是完全是符合你們的帳號
[01:30:07] 那甚至說可能假設有的時間夠
[01:30:09] 或他想要跟他各帳切開
[01:30:11] 其實今天講的這東西
[01:30:12] 我覺得是完全是適用的
[01:30:15] 一個策略可以給你們用
[01:30:16] 那下禮拜呢我們會去講這個
[01:30:20] 變線的環節
[01:30:21] 會去更深入的講說可能
[01:30:23] 變線之後要怎麼去做
[01:30:25] 那我們這邊也有可能邀請Dennis
[01:30:28] 因為他其實他的
[01:30:29] 萃也技能很好
[01:30:30] 然後他在上面就是
[01:30:32] 呃
[01:30:33] 也有他也帶他們一些他的一些那種
[01:30:35] 行銷的學生去做可能
[01:30:37] 他們怎麼去設計他們的一些變線的一些產品
[01:30:40] 所以下禮拜我們也會特別去邀請
[01:30:43] Dennis來跟大家來
[01:30:44] 來分享
[01:30:45] 好那我們今天的這個直播就
[01:30:48] 到這邊結束
[01:30:49] Dennis有什麼要補充的
[01:30:51] 那個
[01:30:56] 哦好你說
[01:30:57] 同學有問題放在light的群組裡
[01:31:00] 好今天如果來不及問
[01:31:02] 或是今天沒有回答到你的話
[01:31:04] 請你在把你的問題
[01:31:06] 傳在那個light的群組裡面
[01:31:08] 那傳在那個
[01:31:10] 呃
[01:31:11] 流量雙核心的這個學生的
[01:31:13] 帳號這個群組裡
[01:31:16] 對那後續我這邊其實會
[01:31:18] 陸續分享一些這個
[01:31:20] 呃模範或是報文
[01:31:22] 或是最近的一些觀察的趨勢
[01:31:25] 可是請大家趕快抽空
[01:31:27] 去看那個線上課程
[01:31:28] 一天看個20分鐘也沒關係
[01:31:31] 一個人分個五天把它看完
[01:31:33] 這樣子我們分享一些境界東西
[01:31:35] 你才會catch的到
[01:31:36] 對那我經過我這些
[01:31:39] 呃這幾個禮拜
[01:31:41] 這幾個月測試以後
[01:31:43] 我教的這個方法是百分之百有用
[01:31:45] 而且只要你學會
[01:31:47] 脆的經營的方式
[01:31:48] 你現在在脆上面是沒有任何競爭對手
[01:31:52] 簡直說就是說你是
[01:31:53] 如露敵敵軍而沒有任何阻礙
[01:31:56] 所以大家一定要保護這個機會
[01:31:58] 因為他的演算法隨時在改變
[01:32:00] 那我們現在其實算是一個
[01:32:03] 非常好的時機就每一個
[01:32:05] 可能跟我合作的客戶跟顧問
[01:32:08] 的合作對象
[01:32:10] 我都是把他們創造10倍以上的績效
[01:32:12] 他們都非常的滿意
[01:32:13] 那但在來參加陪跑的話
[01:32:14] 其實是用十分之一的價錢
[01:32:16] 得到一樣的這個資訊
[01:32:18] 一樣的這個sop
[01:32:20] 所以大家一定要好好保護
[01:32:22] 這個這個機會
[01:32:23] 好那就今天就分享到這邊為止了
[01:32:26] 大家拜拜
[01:32:28] 謝謝老師
[01:32:30] 客氣
