[00:00] 我就是一個不愛開暖氣的人
[01:20:46] 我
[01:20:47] 我
[01:20:48] 我
[01:20:50] 那
[01:20:51] 或是
[01:20:59] 好,這一篇
[01:21:00] 好,來
[01:21:01] 我剛好五分鐘完成
[01:21:03] 來,同學看一下
[01:21:05] 我是把這一篇這個圖完成了
[01:21:07] 然後再來我們來看這一種
[01:21:09] 我拉過來一下
[01:21:10] 我們來看一下這篇文章的生成度
[01:21:12] 此時是否應該有掌聲
[01:21:16] 此時是否應該刷一排
[01:21:18] 我
[01:21:19] 我在五分鐘完成了一篇貼文
[01:21:21] 然後我們等一下來看這一篇貼文
[01:21:24] 好不好
[01:21:25] 此時該有掌聲吧,對不對
[01:21:27] 五分鐘
[01:21:28] 五分鐘
[01:21:29] 我是沒有亂算
[01:21:31] 好,我來看一下
[01:21:32] 我們這篇文章生成的好不好
[01:21:34] 此時是該有掌聲
[01:21:36] 因為我不能
[01:21:38] 因為之前都沒有計時
[01:21:40] 給你們看
[01:21:41] 很多人都不知道
[01:21:42] 來,我們看一下
[01:21:43] 然後可以選的標題
[01:21:45] 1234
[01:21:46] 我們看看有沒有標題
[01:21:47] 為什麼靈性工作者總是卡在
[01:21:49] 收太多有罪惡
[01:21:50] 收太少養不起刺激
[01:21:52] 真相其實跟金錢無關
[01:21:54] 請問你12345
[01:21:56] 你最喜歡哪一個標題
[01:21:57] 你們可以寫一下
[01:21:59] 12345
[01:22:01] 看得清楚嗎
[01:22:03] 這樣子
[01:22:04] 然後第二個是你的收費
[01:22:06] 不是宇宙在決定
[01:22:07] 而是市場
[01:22:08] 寫給每一個隨心所欲定價的療癒室
[01:22:11] 然後一場一萬二的個案
[01:22:13] 跟一場三百元的個案
[01:22:15] 真正拉開差距的不是靈性
[01:22:17] 而是這件事
[01:22:18] 然後靈性不等於免費奉獻
[01:22:21] 如果你還是憑感覺定價
[01:22:23] 這邊會有點刺痛
[01:22:24] 但很真實
[01:22:25] 當療癒室開始理解市場
[01:22:27] 靈性工作才能真的被看見
[01:22:29] 我是沒有感覺
[01:22:31] 那我自己
[01:22:32] 我自己覺得
[01:22:33] 1跟4
[01:22:35] 我自己比較有感覺
[01:22:37] 124我自己
[01:22:39] 這很難說
[01:22:40] 每個人都不一樣
[01:22:41] 那我們來看一下
[01:22:42] 就是演員激怒理為說
[01:22:44] 我不是來這個世界討好任何人的
[01:22:47] 很多靈性工作人員在定價也抱著一樣
[01:22:49] 不是來討好市場
[01:22:50] 不是來妥協靈魂的道路
[01:22:52] 但現實是有人用這句話
[01:22:54] 當成勇敢開高價的底氣
[01:22:56] 有人用這句話當成
[01:22:58] 一直低價甚至免費奉獻的理由
[01:23:00] 於是我們看到一個很有趣
[01:23:02] 也心酸的現象
[01:23:03] 一個個案有人收一萬二
[01:23:06] 覺得我就是值這個價
[01:23:07] 不要就算了
[01:23:08] 有人收三百
[01:23:09] 心靈一直念的
[01:23:10] 我們做療癒的要有良心
[01:23:11] 讓大家都負擔得起
[01:23:13] 起來是一個關於金錢與靈性的拉扯
[01:23:15] 但在我眼睛真正的核心事
[01:23:18] 多數人不了解市場
[01:23:19] 就隨心所欲的把價格丟進去的
[01:23:22] 我看到的三種隨心所欲定價
[01:23:25] 很多人歷史在定價時
[01:23:26] 內心是這樣OS
[01:23:28] 我感覺我現在很難很強
[01:23:29] 收一萬二很聶合理吧
[01:23:31] 我才剛起步怎麼好
[01:23:32] 一起收在做三百就好了
[01:23:34] 當練工
[01:23:35] 反正你就會供養
[01:23:36] 錢只是能量
[01:23:37] 隨便收點心力
[01:23:39] 但很少人真的冷靜坐下來
[01:23:42] 做幾件超不浪漫的事情
[01:23:44] 查市場行情看同類服務價格
[01:23:47] 理解自己的步驟
[01:23:48] 取行的負擔多少
[01:23:49] 算清楚自己一年多少
[01:23:51] 才能養活自己
[01:23:52] 好結果變成收很高的活在
[01:23:55] 自我感覺超良好的泡泡
[01:23:57] 但實際成交數少的可憐
[01:23:58] 一點個案沒幾個
[01:24:00] 收很低的一直說
[01:24:01] 我希望人人都負擔得起
[01:24:03] 但自己長期透支
[01:24:04] 開始對療癒工作又愛又恨
[01:24:07] 我先讀到這裡為止
[01:24:09] 你們會覺得有感覺嗎
[01:24:11] 你會覺得有講到你嗎
[01:24:13] 就是你覺得好像
[01:24:15] 或是講到你身邊的人
[01:24:17] 你會覺得啊這篇
[01:24:19] 這個有打中有打到你的
[01:24:22] 你可以想刷一排8
[01:24:24] 也可以想打個有也可以
[01:24:26] 你覺得有打中的
[01:24:28] 你覺得有的話打個有
[01:24:29] 我看有沒有你有沒有覺得打中
[01:24:32] 有好
[01:24:33] 那我們我們先看到這裡
[01:24:35] 就好因為太多了
[01:24:36] 我們先不看了
[01:24:37] 拉拉回來這到這裡
[01:24:39] 那你看如果我又配的
[01:24:41] 這個貼文真正卡住了
[01:24:43] 不是金錢而是
[01:24:45] 只品感覺在定價
[01:24:46] 他給了我幾個選擇
[01:24:48] 我選了這一個
[01:24:49] 然後這個跟內文有關
[01:24:51] 然後我把這兩個東西
[01:24:53] 假設
[01:24:54] 因為因為這已經剛剛
[01:24:55] 這個機器人寫的
[01:24:56] 已經很有我的語氣了
[01:24:57] 因為我他是用我的語氣
[01:24:59] 去講
[01:25:00] 但是又幫助我補充了一些
[01:25:02] 我不知道的東西對不對
[01:25:04] 幫助我補充了一些
[01:25:05] 心理學如何去支持
[01:25:07] 這個東西叫自我價值感
[01:25:09] 然後什麼什麼
[01:25:10] 所以療癒師在定價
[01:25:11] 往往不是看市場
[01:25:12] 而是把自己內在的自我評價
[01:25:14] 投射到價格
[01:25:16] 自我價值膨脹的
[01:25:18] 超厲害要收高
[01:25:19] 證明自己自我價值感
[01:25:20] T 德惠九國才這樣
[01:25:21] 怎麼好一起收太多
[01:25:23] 問題是我覺得自己值多少
[01:25:25] 不是市場願意付多少
[01:25:27] 因為沒有
[01:25:28] 所以靈魂
[01:25:29] 價格不是靈魂含價
[01:25:30] 而是自我感
[01:25:32] 自我價值感加
[01:25:33] 市場現實兩者之間的對話
[01:25:35] 講到這裡
[01:25:36] 因為我覺得講到心坎底
[01:25:38] 我覺得有
[01:25:40] 有沒有
[01:25:41] 然後這裡剛剛這邊寫的是
[01:25:44] 心理學怎麼看這個事情來
[01:25:46] 這裡又寫了
[01:25:47] 那如果從靈性的角度
[01:25:48] 又怎麼看這個事情來
[01:25:50] 我們我們我們不順玩
[01:25:53] 這篇文章我會把它貼
[01:25:55] 到我的臉書
[01:25:56] 大家有興趣
[01:25:57] 到時候可以到我的臉書來看
[01:25:59] 然後我想說是
[01:26:01] 這個圖加文
[01:26:02] 五分鐘請問一下
[01:26:04] 如果五分鐘就讓你做完
[01:26:06] 一個圖加文
[01:26:07] 你覺得
[01:26:08] 你還會覺得
[01:26:09] 做自媒體難嗎
[01:26:11] 你還會覺得做自媒體難嗎
[01:26:13] 會嗎
[01:26:14] 你會你覺得不會啊
[01:26:15] 不會的
[01:26:16] 哇靠好簡單喔
[01:26:18] 你就幫我打個
[01:26:20] 簡單
[01:26:23] 然後你覺得然後大家看一下喔
[01:26:25] 我要講什麼
[01:26:26] 拉回到
[01:26:27] 不對
[01:26:28] 拉回到這個
[01:26:30] 有沒有覺得簡單多了
[01:26:34] 等一下你換你們體驗好不好
[01:26:36] 然後大家看一下
[01:26:39] 我給你們這個數字
[01:26:40] 1月6號直播
[01:26:42] 也就是這一次
[01:26:43] 我們總共報名的人
[01:26:45] 有100多個人
[01:26:46] 那但是我當然要跟大家講
[01:26:48] 報名多不代表真正來現場的多
[01:26:51] 這是事實
[01:26:52] 那裡面有各種變數
[01:26:54] 包含什麼呢
[01:26:55] 包含有的人不能連續3天
[01:26:57] 所以我們後台
[01:26:58] 很多人跟我們說
[01:27:00] 能不能看回放
[01:27:01] 因為我剛好哪天有事
[01:27:03] 我們後台一大堆這個資訊
[01:27:06] 那所以呢
[01:27:07] 我們都會給現實3天回放來看
[01:27:10] 然後再來呢就是
[01:27:12] 這是第一個
[01:27:13] 那再來老實說
[01:27:14] 天氣冷很多人
[01:27:15] 可能就哇好冷喔
[01:27:16] 好想窩在被子裡
[01:27:17] 就不想要
[01:27:18] 那個學習想要放鬆
[01:27:20] 有沒有冷冷的想睡覺嘛對不對
[01:27:22] 有可能
[01:27:23] 但是我們用這個數據來看
[01:27:25] 如果你們天天
[01:27:27] 好好地去做
[01:27:29] 做內容
[01:27:31] 那你們會得到
[01:27:32] 就跟我類似這樣的成果
[01:27:33] 你覺得好不好
[01:27:34] 就是這樣是
[01:27:35] 兩倍也對不對
[01:27:37] 如果你因此
[01:27:38] 每天我還沒說
[01:27:40] 我還
[01:27:41] 我是不是找圖比較難找
[01:27:43] 我跟你講來同學
[01:27:45] 找圖
[01:27:49] 找圖哪裡來難
[01:27:51] 我因為我剛剛
[01:27:53] 找圖哪裡來
[01:27:54] 我剛剛說5分鐘
[01:27:55] 這邊喔
[01:27:56] 找這一堂可不可以
[01:27:58] 好可以
[01:27:59] 然後呢我還不只這些圖呢
[01:28:01] 一大堆
[01:28:03] 這些只是其中一個
[01:28:05] 然後我還有
[01:28:07] 別的圖我看看
[01:28:11] 這個
[01:28:12] 這是剛剛那個圖
[01:28:14] 我們還有很多
[01:28:15] 我看一下喔
[01:28:16] 到我的專案裡面
[01:28:18] 大家看一下我的專案裡面
[01:28:20] 我們的圖真是超級多
[01:28:23] 比如說
[01:28:24] 我找一個
[01:28:26] 這邊就100多頁的圖
[01:28:28] 然後
[01:28:29] 這個圖來給大家看一下
[01:28:31] 這五十幾個比較好容易看
[01:28:33] 好大家看一下
[01:28:35] 然後
[01:28:37] 我把它放大給大家看
[01:28:39] 找圖難嗎
[01:28:41] 同樣剛剛那個內容我假設用這個
[01:28:46] 好來然後呢這時候
[01:28:49] 然後呢我再調一下
[01:28:52] 字距離
[01:28:54] 好
[01:28:58] 真正卡住療癒時的
[01:29:00] 不是假設是這樣子
[01:29:02] 然後呢
[01:29:03] 然後這要是我的話就會
[01:29:05] 比如說你如果是
[01:29:07] 就前前
[01:29:09] 前前前
[01:29:11] 假設是這樣啦
[01:29:13] 這當然有點俗氣的
[01:29:15] 你也不一定要加這個
[01:29:16] 然後就是
[01:29:17] 加別的比方是這樣子
[01:29:19] 你還就很難嗎
[01:29:21] 不會啊或者是我們換個地方
[01:29:23] 我隨便換我隨便換
[01:29:25] 就是隨便找一張
[01:29:27] 這樣子
[01:29:32] 隨便找一張然後是不是有了
[01:29:38] 好然後呢
[01:29:40] 就是假設是這樣好了
[01:29:45] 好請問這張圖這樣很難嗎
[01:29:47] 很花時間嗎
[01:29:49] 頂多你硬硬要再弄一下的話
[01:29:51] 就自己調一下
[01:29:53] 左右啊中間啊
[01:29:55] 但是我會頂多硬要調就是這樣
[01:29:59] 硬硬要再多花一點時間
[01:30:02] 請問我剛剛有花很多時間嗎
[01:30:04] 你就從這邊裡面去找
[01:30:06] 找一個你喜歡的
[01:30:08] 隨便找一個那我們當然還有
[01:30:10] 更好找的地方
[01:30:12] 比如說你放這邊也可以嗎
[01:30:14] 愛放哪裡放哪裡有理解我意思嗎
[01:30:17] 好所以是不是就是變
[01:30:19] 變容易了
[01:30:21] 就是圖片圖片都是
[01:30:24] 這看過這看過人用
[01:30:27] 哦這個這個應該
[01:30:29] 如果你看過應該就是我們的學生吧
[01:30:31] 有看過的話應該就是我們的學生
[01:30:33] ok有用我們教大家的東西
[01:30:36] 對不對
[01:30:37] 好了那我們來看一下哦
[01:30:39] 就是
[01:30:41] 既然那花花回到拉回到這一頁裡面
[01:30:44] 我們剛剛說了執行難度的部分
[01:30:46] 是不是寫圖文
[01:30:48] 寫圖文是門檻最低的
[01:30:50] 但是請問大家現在再回答我一次
[01:30:53] 你有沒有覺得現在寫圖文的門檻
[01:30:56] 更低了你有覺得嗎
[01:30:59] 你有沒有覺得更低了
[01:31:01] 然後他的完成度可能甚至
[01:31:03] 比你自己寫的還更高
[01:31:06] 有沒有就是有可能比你自己寫的
[01:31:08] 更高有沒有
[01:31:10] 有發現了對不對
[01:31:12] 好那接著來給大家看一下
[01:31:15] 我們的剛好我們同學
[01:31:17] 有同學今天有上線
[01:31:19] 我們的同學有一個妹子同學
[01:31:22] 他來我們的課程
[01:31:24] 然後他也學了這些東西
[01:31:26] 學了寫圖文啊
[01:31:28] 然後我們也來也學了短影音
[01:31:31] 我們請妹子來也來
[01:31:33] 做一下分享好不好妹子在嗎
[01:31:36] 老師在
[01:31:38] 妹子在開
[01:31:40] 螢幕沒辦法
[01:31:42] 螢幕沒辦法
[01:31:44] 開
[01:31:46] 是不是因為我們主持人可以啊
[01:31:49] 可以開啊
[01:31:57] 可以開螢幕啊
[01:32:01] 可以啦不好意思
[01:32:03] 謝謝
[01:32:05] 好就是我們的同學妹子
[01:32:08] 然後那個我們在看妹子的
[01:32:11] 他也做好他的系統了
[01:32:14] 那我們在看妹子的系統之前
[01:32:16] 妹子你要不要先簡單的自我介紹一下
[01:32:20] 不是妹子
[01:32:22] 我接觸生心裡已經有十八年
[01:32:24] 那十二年前遇見向其三普
[01:32:27] 然後就是老師你剛剛講的內容
[01:32:29] 都是我的因為我就是不不學
[01:32:32] 學很多然後在十二年前遇到的向其
[01:32:35] 三普之後呢那我才開始在接個案
[01:32:38] 那接個案的當中我大概有接了
[01:32:40] 八百個人以上
[01:32:42] 大概在四年前
[01:32:44] 我就開始在叫向其三普
[01:32:47] 很多都是生命
[01:32:49] 請我的學生來找我的
[01:32:51] 但是總不能去
[01:32:53] 所以你的轉介紹是
[01:32:55] 生命轉介紹嗎
[01:32:59] 那個同學問一下有沒有人
[01:33:01] 你們的學生是生命轉介紹
[01:33:03] 那我也可以打個友好嗎
[01:33:05] 如果你也是生命轉介紹
[01:33:07] 我們大部分都是人轉介紹
[01:33:10] 生命轉介紹比較少
[01:33:12] 妹子不好意思請繼續
[01:33:15] 所以我不能一直靠生命轉介紹
[01:33:18] 所以我才遇到的莎莉老師
[01:33:21] 我就真的很感恩
[01:33:23] 因為剛剛老師你所說的課程
[01:33:25] 都是我的以前的痛點
[01:33:27] 我就是學很多
[01:33:29] 那我總覺得我什麼都要
[01:33:31] 然後就是很多頭顯
[01:33:33] 後來找的老師
[01:33:35] 上了老師的課之後
[01:33:37] 我很清楚的知道
[01:33:39] 我就是向其三查解讀師
[01:33:42] 又簡單又明白
[01:33:44] 那我就不用熱熱等一大堆
[01:33:46] 讓人家搞不清楚我到底是誰
[01:33:48] 所以老師你剛剛講的定位
[01:33:50] 對我幫助真的很大
[01:33:52] 從定位然後還有寫文章
[01:33:55] 像老師你剛剛在示範那個AIG
[01:33:57] 氣人還有那個Kema圖
[01:33:59] 我解決了我真的太多的
[01:34:02] 我以前覺得很困難
[01:34:04] 那現在都很輕鬆
[01:34:06] 真的老師你說五分鐘真的不騙人
[01:34:09] 我因為有時候三分鐘就做了一篇文章
[01:34:12] 對真的
[01:34:14] 而且我們要跟大家說
[01:34:16] 就是我們教大家的方式是這樣
[01:34:19] 你不是突然很隨性的做
[01:34:21] 我們是有一個30天的內容日曆的
[01:34:25] 然後這30天你一下子就會知道
[01:34:27] 如果一下子
[01:34:29] 當然我不會建議你一次做30天
[01:34:31] 我會建議一個禮拜做一次
[01:34:33] 然後一次就一個禮拜
[01:34:35] 那一次一個禮拜假設就一次
[01:34:37] 花一小時的時間
[01:34:39] 你把圖文做好一個禮拜的份
[01:34:41] 一個禮拜的內容就做好
[01:34:44] 那請問你還會覺得做自媒體難嗎
[01:34:47] 你覺得容易程度一到十
[01:34:50] 大家我問一下大家
[01:34:52] 一到十 時是最容易
[01:34:54] 一是最難 容易程度
[01:34:57] 一是最不容易
[01:35:00] 那時是最容易
[01:35:02] 如果你一個禮拜就花一小時
[01:35:04] 然後處理好所有你一個禮拜的自媒體
[01:35:08] 你覺得容易程度一到十分
[01:35:11] 新語說六
[01:35:13] 那代表新語覺得連一小時都花很多時間
[01:35:17] 你可能會覺得
[01:35:19] 我們要花到一小時嗎
[01:35:20] 我想一下
[01:35:21] 一篇文章如果五分鐘
[01:35:24] 五七三十五
[01:35:25] 但是我會抓得比較保守一點點
[01:35:28] 因為為什麼剛剛那篇文章
[01:35:30] 是不是AI生成
[01:35:31] 那AI生成雖然有我的語氣
[01:35:34] 有我的語調
[01:35:35] 但是我還是會自己
[01:35:37] 最後花一點時間去做微調
[01:35:40] 所以我大概一篇文章
[01:35:42] 加上圖片大概是
[01:35:44] 總共大概十分鐘左右
[01:35:46] 那如果十分鐘再加上
[01:35:49] 一個禮拜嘛七天
[01:35:51] 所以你差不多一個小時上下的時間
[01:35:54] 那新語跟Michel
[01:35:56] 你們其他人呢
[01:35:58] 就是如果你覺得一個禮拜
[01:36:00] 你就是花差不多一小時的時間
[01:36:03] 你們會覺得困難嗎
[01:36:04] 我現在確認一下
[01:36:06] 因為很多人
[01:36:07] 然後大家回答我很少是
[01:36:09] 因為你們還是覺得困難嗎
[01:36:11] 你會覺得
[01:36:12] 對啊一次做七篇
[01:36:14] 然後你有一個圖文內容日曆
[01:36:17] 你會知道標題
[01:36:18] 你就知道
[01:36:19] 針對你的定位之
[01:36:21] 針對你的內容行列
[01:36:23] 針對你的族群
[01:36:25] 然後你直接就知道
[01:36:27] 一次如何做七篇
[01:36:28] 這是一種方式
[01:36:29] 或是一天十分鐘
[01:36:31] 如果一天十分鐘
[01:36:33] 你覺得容易的
[01:36:35] 你打個容易
[01:36:37] 然後一天十分鐘
[01:36:38] 你就困難的
[01:36:39] 這還是有難度的
[01:36:41] 你可以寫個難這個字
[01:36:43] 容易的你可以打容易
[01:36:45] 難的你可以打難
[01:36:47] 沒關係
[01:36:48] 我就誠實誠實說
[01:36:50] 就一天如果花十分鐘
[01:36:51] 你還是覺得困難的
[01:36:53] 有難度
[01:36:54] 你可以打個難
[01:36:55] 但是你覺得容易
[01:36:56] 而且我們如果讓你知道
[01:36:58] 你怎麼做內容
[01:36:59] 而且都給你
[01:37:00] 連標題或什麼都給你的話
[01:37:02] 然後而且就是
[01:37:03] 你如何一次生生
[01:37:05] 這個妹子有學嘛
[01:37:06] 對不對
[01:37:07] 妹子你有學了這個東西
[01:37:08] 妹子為什麼你剛剛視訊不見了
[01:37:11] 還是你剛剛有關掉
[01:37:13] 有我關掉
[01:37:14] 不需要關
[01:37:15] 不需要關
[01:37:16] 好
[01:37:18] 就是那個等一下
[01:37:20] 除非等一下我跟你說
[01:37:21] 你這邊OK
[01:37:22] 不然你可以開著
[01:37:23] 一天十分鐘
[01:37:26] 一次做七分不可能
[01:37:28] 當然不可能
[01:37:29] 一次做七篇
[01:37:30] 當然不可能十分鐘
[01:37:32] 然後
[01:37:33] 然後有人說
[01:37:36] 有人說的不想AI生成文字
[01:37:38] 塑膠感很重
[01:37:40] 覺得塑膠感很重
[01:37:41] 就像我剛剛說的那種
[01:37:43] 罐頭AI文
[01:37:44] 那個也不是我想要的
[01:37:46] 但是
[01:37:47] 我們剛剛生成的
[01:37:49] 有很罐頭嗎
[01:37:50] 請問副官
[01:37:51] 你會覺得很罐頭嗎
[01:37:54] 對不對
[01:37:55] 你會
[01:37:56] 你覺得很罐頭
[01:37:58] 因為你知道為什麼嗎
[01:38:00] 其實我們是有一個結構的
[01:38:02] 但是我們有三個AI
[01:38:04] 我們有三個AI文章機器人
[01:38:07] 所以這三個的結構不同
[01:38:09] 它會支持到的方式不同
[01:38:11] 大家你們可以用另外一個AI
[01:38:13] 就知道了
[01:38:14] 每一個AI的方式不同
[01:38:16] 然後如果副官你覺得
[01:38:18] 塑膠感很重
[01:38:20] 那你就可以自己寫
[01:38:22] 你想要自己寫當然是可以
[01:38:24] 只是你可能每一篇文章
[01:38:26] 我跟你們說一下
[01:38:27] 我以前沒有AI的時候
[01:38:29] 如果要寫好一篇文
[01:38:31] 而且沒有剛剛那篇文章好
[01:38:33] 我沒有誇張
[01:38:36] 我覺得你好好的寫一篇文
[01:38:38] 而且像剛剛那樣
[01:38:39] 而且你知道長文章的優點是什麼
[01:38:42] 我們剛剛是不是說要生根
[01:38:44] 長文章是要生根的
[01:38:46] 代表這個人
[01:38:47] 他如果願意看你的長文章
[01:38:49] 而且是有情緒疊進的文章的話
[01:38:52] 它是要長文章的
[01:38:53] 不會只是短文
[01:38:54] 像翠就是短文
[01:38:55] 但短文請問
[01:38:57] 很短很短很短的
[01:38:58] 你覺得有適合生心靈嗎
[01:39:00] 就是說
[01:39:01] 哇我覺得你真的很需要
[01:39:03] 情緒療癒
[01:39:04] 好了就類似這樣
[01:39:06] 很短很短很短的
[01:39:08] 我個人覺得很短很短的那種
[01:39:11] 不過只是比較像
[01:39:13] 也是非常輕度暖身
[01:39:17] 然後可能你要很有
[01:39:19] 你的個人特色風格
[01:39:21] 那不然你可能
[01:39:23] 不是那麼容易
[01:39:25] 不是那麼容易
[01:39:26] 那我看到的
[01:39:28] 就是引流好的那些
[01:39:31] 身心靈的老師
[01:39:32] 你們一定都比我更熟
[01:39:34] 就是很多這樣的
[01:39:36] 你們認知的認識的那種
[01:39:38] 老師大部分來說
[01:39:40] 可能真的都滿會寫文章
[01:39:42] 那他滿會寫
[01:39:44] 一定都會有一些
[01:39:46] 情緒疊進
[01:39:47] 我們現在說的是那個
[01:39:49] 身心靈
[01:39:50] 身心靈不會寫太多
[01:39:52] 什麼對立文反串文這種東西
[01:39:54] 所以他
[01:39:55] 翠可能是比較適合
[01:39:57] 我不能這麼說
[01:39:59] 但是我只能說
[01:40:01] 那個可能不會是我的
[01:40:03] 用戶市場
[01:40:04] 我的用戶沒有在那裡
[01:40:05] 所以我就沒有去那裡去使用
[01:40:07] 但是當然如果你的用戶
[01:40:09] 在那裡
[01:40:10] 那個那裡我沒有去接觸
[01:40:12] 我不知道
[01:40:13] 那我要說的是
[01:40:16] 我們等一下可以讓你們去看
[01:40:18] 其他的寫文
[01:40:19] 然後一天如果十分鐘
[01:40:21] 然後讓你好好的
[01:40:23] 把圖文都準備好
[01:40:25] 然後重點是
[01:40:26] 我剛剛是不是給你們看那個效果了
[01:40:28] 效果呢就是
[01:40:30] 你會得到的效果就是
[01:40:33] 來參與的人數變更多嘛
[01:40:35] 對不對
[01:40:36] 好那妹子你的東西
[01:40:37] 要不要那個發上來給我看一下
[01:40:40] 我給大家介紹一下他的
[01:40:42] 我們也介紹一下我們這個同學
[01:40:45] 對可以放啊
[01:40:46] 放一下
[01:40:47] 好的
[01:40:57] 你的官網我看一下
[01:40:59] 我這邊打開給大家看好了
[01:41:03] 好這是妹子他的
[01:41:05] 像齊張譜
[01:41:07] 然後他呢
[01:41:08] 我們來看一下
[01:41:10] 就是他寫說像齊張譜對
[01:41:13] 因為他的官網其實才剛做
[01:41:15] 才剛剛做
[01:41:17] 所以還有一些些地方
[01:41:18] 還要再微調一下
[01:41:20] 但是大家先看一下喔
[01:41:22] 就是昨天我們是不是有講了一下
[01:41:24] 那個系統
[01:41:25] 然後其中有一個部分就是這個
[01:41:27] 前端給客戶看的這個叫官網
[01:41:31] 那大家看一下喔就是
[01:41:33] 官網什麼東西很重要
[01:41:35] 首頁很重要
[01:41:37] 有沒有這就是他的首頁
[01:41:39] 然後首頁很有感覺的時候
[01:41:41] 我們是不是願意往下拉
[01:41:43] 往下看這是什麼
[01:41:45] 占卜陪你如何做回張人生兵
[01:41:47] 你無法做回決定你不一定要什麼什麼
[01:41:49] 然後我是陪你找回
[01:41:51] 做自己的像齊張譜解讀師妹子
[01:41:55] 然後透過像齊張譜加對話陪伴
[01:41:58] 可以帶著你做什麼事情
[01:42:00] 然後他的如果你有這樣的狀態
[01:42:03] 比如說婚姻過關
[01:42:04] 性常常退讓
[01:42:06] 然後面對家人長輩孩子常常覺得
[01:42:08] 為大家好
[01:42:09] 然後但是其實你委屈自己
[01:42:11] 你在工作職場只能照著別人的期待走
[01:42:13] 不敢表達真正的想法
[01:42:15] 覺得壓抑
[01:42:16] 心裡很亂想法很多想改變
[01:42:18] 不知道從哪一步開始
[01:42:20] 身邊好像沒有懂你的人
[01:42:22] 不知道可以跟誰說這些
[01:42:24] 感覺的話
[01:42:25] 然後你可能也會跟自己說
[01:42:28] 我知道不可以這樣
[01:42:30] 但不知道怎麼辦
[01:42:31] 我想做自己
[01:42:32] 但我怕傷害別人
[01:42:34] 我好像沒有為自己做過選擇
[01:42:36] 如果你有這樣的狀況
[01:42:38] 那可以怎麼辦呢
[01:42:40] 你可以選擇就是像齊張譜加對話陪伴
[01:42:44] 然後所以這裡面可能會有
[01:42:46] 如果你有想太多
[01:42:49] 理不出同序心裡很亂分不清
[01:42:51] 什麼狀況
[01:42:52] 你可以預約他的張譜體驗
[01:42:56] 然後他的張譜過程是這樣
[01:42:58] 會帶著你就是
[01:42:59] 看到你現在走到哪裡
[01:43:01] 正在面對什麼
[01:43:02] 看到你表面在煩惱
[01:43:04] 跟內心糾結的是不是同一個事情
[01:43:06] 看到你現在最需要面對的是哪一個部分
[01:43:10] 然後看到這裡為止
[01:43:12] 我同學們我問你
[01:43:13] 就是我問一下你們
[01:43:15] 你們有看就是
[01:43:17] 像他這樣子的類型官網
[01:43:20] 我們把它叫做是成交式的官網
[01:43:23] 對不對
[01:43:24] 那成交式的官網呢
[01:43:26] 他給了大家一個體驗價格
[01:43:28] 那這樣的體驗價格111塊
[01:43:32] 然後請問你覺得
[01:43:34] 這個價格你可以接受嗎
[01:43:36] 你覺得可以接受的打1
[01:43:39] 你覺得可以
[01:43:40] 按到你覺得貴的打2
[01:43:43] 你覺得可以接受ok便宜啊
[01:43:46] 而且你甚至想要預約
[01:43:48] 有沒有人想預約
[01:43:49] 就是你覺得很便宜
[01:43:51] 會不會想預約
[01:43:52] 我問一下會想嗎
[01:43:53] 會想的打響
[01:43:54] 就111塊我想體驗看看
[01:43:57] 我想體驗而且他的資歷
[01:43:59] 他剛剛說他資歷多久啊
[01:44:01] 妹子再說一下
[01:44:02] 我已經做了10年
[01:44:05] 那個案有超過800個以上的個案
[01:44:09] 10年超過800個
[01:44:12] 你再把你的
[01:44:14] 你說一下
[01:44:16] 好就是說我就是做了
[01:44:18] 接觸向其擔負
[01:44:20] 我做了10年的個案
[01:44:22] 個案都是800個以上
[01:44:24] 那基本上就是
[01:44:25] 因為以前沒有行銷
[01:44:27] 就是靠口碑
[01:44:29] 就像老師說的
[01:44:30] 有人願意靠口碑靠神明
[01:44:34] 對
[01:44:35] 是這樣
[01:44:36] 好那我問一下
[01:44:37] 妹子我問一下
[01:44:38] 你覺得靠口碑靠神明
[01:44:40] 為什麼不好
[01:44:41] 有沒有不好啊
[01:44:43] 聽起來不錯啊
[01:44:44] 哪裡不好
[01:44:45] 所以你覺得哪裡不好
[01:44:46] 完全不穩定
[01:44:48] 怎樣的不穩定
[01:44:49] 你會方便說嗎
[01:44:51] 有時候客人
[01:44:53] 要介紹客人的時候
[01:44:55] 你要靠神明來介紹
[01:44:57] 這樣真的很不穩定
[01:44:59] 那所以我就覺得說
[01:45:00] 我一直很想要有一個官網
[01:45:02] 那看到沙利老師這個官網
[01:45:04] 我以前在兩年前就想做官網了
[01:45:07] 然後一直覺得很困難很困難
[01:45:09] 然後接觸了老師的課程之後
[01:45:11] 我才發現
[01:45:12] 而且同學們
[01:45:13] 老師們你們一定不知道
[01:45:15] 我是1月底才接觸沙利老師
[01:45:18] 可是我在昨天就收到這個官網
[01:45:21] 我真的超開心的
[01:45:22] 因為這是達成我這兩年的心願
[01:45:25] 當然我就是這樣收到
[01:45:27] 還需要有
[01:45:28] 我還要再微調一下
[01:45:29] 可是真的完成我這兩年的心願
[01:45:32] 那很早耶
[01:45:34] 其實有一個官網
[01:45:36] 它不只是有一個官網
[01:45:38] 其實是有一個自動化的流程系統
[01:45:40] 然後那個妹子
[01:45:43] 你可不可以把你的服務貼上去一下
