[00:00] 大家都知道2024到2043這20年是很具有潛力的
[01:15:11] 如果你錄起來
[01:15:12] 讓人家願意看
[01:15:13] 那你覺得好不好
[01:15:15] 那當然了
[01:15:15] 還有一個點
[01:15:16] 你自己要有動力嗎
[01:15:17] 你如果連點都不去點
[01:15:19] 那我們就不用說了
[01:15:21] 那像我有些學生
[01:15:22] 他們是這樣
[01:15:23] 他們一報名
[01:15:24] 我問你
[01:15:24] 假設你的課
[01:15:25] 我隨便講
[01:15:26] 比如說今天1月8號
[01:15:28] 然後我如果跟你說
[01:15:29] 現場課缺點是什麼
[01:15:31] 現場課
[01:15:31] 我跟你說
[01:15:32] 那我們1月15號
[01:15:34] 我們就現場課了
[01:15:35] 在台北就問說
[01:15:36] 老師
[01:15:37] 我住台中
[01:15:38] 老師15號
[01:15:39] 那天我沒空
[01:15:40] 你可以再換個時間嗎
[01:15:42] 那請問
[01:15:43] 你是又流失掉你的客戶了
[01:15:45] 我的天
[01:15:46] 但是
[01:15:47] 如果你今天跟他說
[01:15:49] 如果你15號沒有空
[01:15:50] 你可以再下一次來
[01:15:52] 反正你沒有現場來
[01:15:53] 沒關係
[01:15:54] 我還有已經錄好的
[01:15:55] 你先看錄好的
[01:15:57] 請問
[01:15:58] 你覺得這個客戶
[01:15:59] 會流失掉嗎
[01:16:00] 是不是他就
[01:16:01] 年絕度又快
[01:16:02] 啊好啦
[01:16:03] 那也就是說
[01:16:04] 你跟他說
[01:16:05] 這一年
[01:16:05] 或是你一輩子都可以來
[01:16:07] 哪一次有空
[01:16:08] 就哪一次來
[01:16:08] 我隨便講了
[01:16:09] 你這一年
[01:16:10] 你給他一年的時間好了
[01:16:12] 這一年
[01:16:13] 你經你這個月沒空
[01:16:14] 下個月總有空的話
[01:16:15] 下個月沒空
[01:16:16] 下下個月總有空吧
[01:16:18] 但你沒有來
[01:16:19] 沒關係
[01:16:19] 我還有做好線上的
[01:16:21] 也就是你做好了
[01:16:23] 然後他可能來
[01:16:24] 可能不來
[01:16:25] 但不影響他
[01:16:26] 你給到他的服務
[01:16:28] 你理解嗎
[01:16:29] 那這時候是不是
[01:16:30] 他也報課成了
[01:16:31] 然後你對他也有
[01:16:33] 很好的交代了
[01:16:34] 然後這時候
[01:16:35] 你也就是你的線上
[01:16:36] 如果有家現場
[01:16:37] 或是線上直播
[01:16:39] 是不是不論如何
[01:16:40] 你都有一個搭配方案
[01:16:42] 你可以理解我意思嗎
[01:16:44] 來搭配是什麼
[01:16:46] 這個線上直播
[01:16:47] 陪跑或是線上加
[01:16:49] 少量現場都可以
[01:16:51] 也就是你
[01:16:52] 不論你是預錄的
[01:16:53] 或是你預錄好了
[01:16:54] 但是你給一些直播
[01:16:56] 或是給一些現場
[01:16:57] 假設啦
[01:16:58] 是不是都能夠滿足他
[01:17:01] 然後因為你給他一個節奏感
[01:17:04] 所以你會帶動他們
[01:17:05] 讓他們開始
[01:17:06] 喔越來越認真的跟著你
[01:17:08] 那是不是這樣很好
[01:17:10] 你覺得好不好
[01:17:12] 好是不是
[01:17:12] 有理解我的意思嗎
[01:17:14] 對不對
[01:17:15] 所以這是為什麼
[01:17:16] 我會說
[01:17:16] 你提供高價值高成效方案
[01:17:19] 還有去製作你自己的
[01:17:21] 線上課會是好事
[01:17:23] 那有人會問我一個問題
[01:17:25] 喔
[01:17:25] 最常被問的就是
[01:17:27] 嗯
[01:17:27] 我提供高價值
[01:17:28] 高成效方案很好啊
[01:17:30] 但是
[01:17:31] 客戶會不會那個
[01:17:32] 價格太高
[01:17:33] 猶豫了
[01:17:34] 付款週期拉長不買了呢
[01:17:36] 有沒有這個可能
[01:17:37] 你覺得
[01:17:38] 如果這個可能是因為
[01:17:39] 為什麼來直接跟你講
[01:17:41] 因為你們現在可能停留
[01:17:43] 在20年前
[01:17:44] 那種匯款轉賬
[01:17:45] 你現在還用匯款
[01:17:46] 沒有金流系統
[01:17:48] 不能給人家刷卡付錢的
[01:17:50] 有嗎
[01:17:51] 有沒有
[01:17:51] 有的大家有
[01:17:52] 你是這樣嗎
[01:17:56] 來
[01:17:57] 我跟你們講我的節套方式好不好
[01:18:00] 一般外面的老師
[01:18:01] 他們可能就是給你匯款轉賬
[01:18:04] 可能就像你們如果有
[01:18:05] 就是類似這樣子
[01:18:06] 喔
[01:18:07] 你們就是一般的老師
[01:18:10] 那一般正式的單位
[01:18:11] 他可能會可以申請到
[01:18:13] 就是中信
[01:18:14] 預薪
[01:18:14] 台薪
[01:18:15] 這三家銀行支援分期到24期
[01:18:18] 那我能夠協助老師
[01:18:20] 有兩種方案
[01:18:21] 大家看一下
[01:18:22] 第一個是有信用給你的
[01:18:24] 給你的客戶刷信用卡
[01:18:26] 總共有
[01:18:27] 如果要刷到分期的話
[01:18:29] 可以有九家銀行去分期
[01:18:31] 那如果不分期的話
[01:18:33] 那各家銀行的信用卡都可以
[01:18:35] 然後而且是可以支援分期到24期
[01:18:38] 那如果沒有信用卡的中租銀角
[01:18:41] 可以支援分期到36期
[01:18:43] 有可
[01:18:44] 我這邊一般外面
[01:18:45] 你自己去弄中租銀角
[01:18:48] 最多最多只有到24期
[01:18:50] 好
[01:18:50] 然後我這邊呢
[01:18:52] 就是36期
[01:18:54] 所以呢
[01:18:55] 這就是我們
[01:18:56] 跟大家
[01:18:57] 跟一般坊間的單位
[01:18:59] 比較不一樣的地方
[01:19:00] 那當然還會有人又問我了
[01:19:02] 好啊
[01:19:03] 那我問哦
[01:19:04] 嗯
[01:19:05] 我那方
[01:19:06] 那個價錢不錯
[01:19:07] 方案很好
[01:19:08] 我當然想要提供一個
[01:19:09] 高價值就要成效的方案
[01:19:11] 但是
[01:19:12] 嗯
[01:19:12] 我又不知道高價值成交怎麼做
[01:19:15] 我有沒有人會怕貪錢
[01:19:17] 怕成為推銷的人
[01:19:18] 有嗎
[01:19:18] 有嗎
[01:19:19] 你有這個問題嗎
[01:19:20] 來我確認一下你有沒有
[01:19:22] 你你會不會覺得
[01:19:24] 這是我給他一個
[01:19:26] 呃
[01:19:27] 呃599的體驗方案
[01:19:29] 或1199或111
[01:19:31] 然後111完了之後
[01:19:33] 然後我要怎麼成交他
[01:19:35] 到1萬2
[01:19:36] 我先隨便舉例
[01:19:37] 1萬2
[01:19:39] 的一個高價值方案
[01:19:42] 你就不會
[01:19:43] 哦很好
[01:19:44] 米秀說不會很好
[01:19:45] 金語說不會
[01:19:46] 那其他會不會啊
[01:19:48] 好你可能你
[01:19:49] 如果不會
[01:19:49] 那我問你哦
[01:19:50] 你覺得
[01:19:50] 那你覺得
[01:19:51] 這時候你勇敢的告訴他
[01:19:53] 我就有一個這個
[01:19:55] 很適合你的方案1萬2
[01:19:57] 然後你提出來
[01:19:58] 並且你會不會交他
[01:19:59] 現場付費呢
[01:20:01] 你覺得會不會
[01:20:04] 還是你會跟他說
[01:20:05] 那你回去想一下
[01:20:06] 你覺得合適在來
[01:20:07] 是怎樣
[01:20:11] 怎麼做
[01:20:12] 體驗可以靈源嗎
[01:20:14] 你想要靈源可以呀
[01:20:15] 那個跟你自己
[01:20:17] 跟你自己
[01:20:18] 呃
[01:20:18] 你覺得
[01:20:19] 你要靈源當然也是可以呀
[01:20:21] 我覺得也很好玩
[01:20:22] 就是
[01:20:23] 沒有不好
[01:20:24] 重點是什麼
[01:20:24] 重點是讓客戶進的來
[01:20:26] 這就是重點嘛
[01:20:27] 但是你的整體設計
[01:20:29] 一定要是順的
[01:20:30] 好所以
[01:20:31] 所以那都是有策略
[01:20:32] 所以我剛剛請你們寫策略兩個字
[01:20:35] 如果呢
[01:20:36] 高價值成交
[01:20:37] 你不知道怎麼做
[01:20:38] 你不知道怎麼談錢
[01:20:40] 你不想成為推銷的人
[01:20:41] 或者是你想用吸引
[01:20:43] 取代成交的時候
[01:20:45] 來想想知道方法
[01:20:47] 想不想知道我們的方法
[01:20:50] 我們的方法怎麼做
[01:20:52] 想想知道
[01:20:53] 想來打響
[01:20:54] 我告訴大家一個方式
[01:20:56] 就是什麼呢
[01:20:58] 優雅成交法
[01:20:59] 就醫生診斷式的諮詢
[01:21:02] 你們覺得好不好
[01:21:03] 醫生診斷式的諮詢
[01:21:04] 來什麼叫醫生診斷式的諮詢
[01:21:07] 就是你很像醫生一樣
[01:21:09] 你協助對方診斷他的問題
[01:21:12] 你可以出一個解方
[01:21:14] 然後成交就變成一個自然的信任
[01:21:17] 我再說的是
[01:21:18] 真的你是真正在
[01:21:21] 協助對方
[01:21:22] 看著
[01:21:22] 比如說今天你做的是財富管理好了
[01:21:27] 然後你完全的針對他的財富狀況
[01:21:31] 你很清晰的有脈絡的
[01:21:33] 來告訴他
[01:21:34] 我現在發現你在財務上出現什麼狀況
[01:21:38] 然後你總是反復的負債
[01:21:41] 或是你永遠存不到錢的原因
[01:21:43] 是在哪裡
[01:21:45] 你不是在體驗個案的時候
[01:21:46] 體驗的時候講這個東西
[01:21:49] 對不對
[01:21:50] 那你體驗講
[01:21:51] 然後呢
[01:21:52] 所以因為你的狀況是在這裡
[01:21:53] 這裡
[01:21:54] 所以呢
[01:21:55] 你給出一個
[01:21:57] 所以你看我今天我花了比較多時間
[01:21:59] 在告訴你這些狀況點
[01:22:02] 對不對
[01:22:02] 但是因為今天的時間有限
[01:22:04] 假設你給的體驗
[01:22:06] 體驗方案是20分鐘
[01:22:07] 本身是30分鐘
[01:22:09] 然後因為時間有限
[01:22:11] 所以在這個30分鐘
[01:22:12] 至少我很清楚的讓你知道我現在的狀況
[01:22:15] 對不對
[01:22:16] 你很清楚的讓你的客戶知道這個狀況
[01:22:18] 這個狀況
[01:22:19] 這個狀況
[01:22:19] 好接著你告訴他
[01:22:21] 然後你說
[01:22:22] 那我建議你至少要做什麼
[01:22:24] 做什麼
[01:22:25] 好到目前為止
[01:22:28] 這個客戶對你是不是有信任度了
[01:22:31] 他覺得你好專業
[01:22:33] 你很專業
[01:22:34] 對不對
[01:22:35] 那你很專業的情況之下
[01:22:37] 他是不是疊加信任了
[01:22:39] 你信任一疊加了
[01:22:41] 這時候呢
[01:22:42] 如果他覺得有信任了
[01:22:44] 那時候他可能就問說好
[01:22:46] 那那個醫生我問一下
[01:22:47] 那或者是
[01:22:48] 那個就是理財顧問
[01:22:50] 我問一下
[01:22:50] 你講的都很有道理
[01:22:52] 那今天我怎麼做
[01:22:53] 可以就是
[01:22:54] 那你可以怎麼支持我
[01:22:56] 你可以說一下嗎
[01:22:57] 他很有意願的
[01:22:58] 想要了解信任一步的方案了
[01:23:00] 那請問這時候
[01:23:01] 你就拿出方案
[01:23:03] 你覺得還會很奇怪嗎
[01:23:05] 會很怪嗎
[01:23:06] 你會覺得很自然嗎
[01:23:07] 你覺得自然的打自然
[01:23:09] 而且他也想知道
[01:23:11] 你覺得自然的打自然
[01:23:14] 很自然啊
[01:23:15] 因為他也想知道
[01:23:16] 所以這時候你要講
[01:23:17] 是不是就很容易
[01:23:19] 對不對
[01:23:20] 而且他們是不是都會覺得
[01:23:22] 然後你舒服
[01:23:24] 你也舒服
[01:23:25] 他也舒服
[01:23:26] 你們大家都舒服
[01:23:27] 對不對
[01:23:28] 所以這是什麼
[01:23:30] 就是你的整體機制建立好
[01:23:33] 那你根雲才會有收穫
[01:23:35] 好
[01:23:36] 那我今天特別呢
[01:23:37] 有請為我們的學員
[01:23:40] 也來分享一下
[01:23:41] 就是當你整體機制有做好了
[01:23:44] 那當然你的根雲
[01:23:45] 會很有收穫了
[01:23:47] 那我也想要邀請我們的一個
[01:23:49] 就是一個很棒的學員
[01:23:51] 來跟我們大家分享一下
[01:23:53] 就是我們的Ani
[01:23:54] 然後Ani可以準備開麥開鏡頭
[01:23:58] 然後跟我可以對話一下
[01:24:01] 然後
[01:24:03] Ani你這邊可以
[01:24:05] 你聲音可以開聲音嗎
[01:24:06] Ani在嗎
[01:24:11] 好
[01:24:12] 然後你可以開鏡頭嗎
[01:24:14] Ani
[01:24:16] 有聽到嗎
[01:24:18] 老師我聽到你要開一下全線
[01:24:21] 我開全線嗎
[01:24:23] 你說鏡頭嗎
[01:24:25] 對
[01:24:25] 因為我開暗示訊
[01:24:26] 好
[01:24:27] 可以了
[01:24:28] 哈囉
[01:24:29] 大家好
[01:24:30] 好
[01:24:31] 嗨
[01:24:31] 老師好
[01:24:32] 然後Ani也是我們的同學
[01:24:35] Ani你那個就是
[01:24:37] 成為我們的同學多久了
[01:24:40] 我其實算是老師的第一批學生
[01:24:42] 真的嗎
[01:24:43] 我現在也知道
[01:24:45] 我忘記了
[01:24:45] 我忘記了
[01:24:46] OK
[01:24:48] 那你可以講一下你自己的
[01:24:50] 就先介紹一下你自己好不好
[01:24:53] 哈囉大家好
[01:24:54] 我是Ani
[01:24:55] 那我是崔米的療癒師
[01:24:58] 那我原本就是英文老師
[01:25:00] 但是呢
[01:25:02] 我就是
[01:25:03] 我因為原本
[01:25:04] 我會踏入身心靈界
[01:25:06] 是因為我真的家裡
[01:25:07] 跟老師背景差不多
[01:25:10] 就是爸爸媽媽都很常在為錢吵架
[01:25:14] 從我猛猛咚咚咚開始
[01:25:16] 那我有一次我印象非常的深刻
[01:25:19] 就是有一天爸爸媽媽
[01:25:21] 他們都不講話
[01:25:23] 媽媽拿了一袋東西
[01:25:25] 那我們還小嘛
[01:25:26] 所以我們就坐在車上
[01:25:28] 可是小孩子突然感覺到
[01:25:30] 這個整個車子裡面的氛圍好恐怖
[01:25:34] 他們都不講話
[01:25:35] 然後媽媽就是偶爾錯氣
[01:25:38] 就在哭
[01:25:39] 然後到一個地方之後呢
[01:25:40] 他們兩個就下車
[01:25:42] 結果我們在車上等
[01:25:44] 這是我偷偷喵了一下
[01:25:46] 原來去當鋪
[01:25:48] 所以那個時候我可能就是
[01:25:50] 常常在聽他們在吵架的時候
[01:25:52] 我後來終於懂了
[01:25:53] 結果沒想到
[01:25:54] 就是小時候的印象如此的深刻
[01:25:57] 導致我雖然是英文老師
[01:25:59] 每個人都說哇
[01:26:00] 那你一定月薪不錯
[01:26:03] 但是我就是留不住錢
[01:26:05] 然後再加上
[01:26:07] 父母就一直
[01:26:08] 媽媽又一直在生病
[01:26:09] 變成我每天工作
[01:26:12] 真的是將近超過10個小時
[01:26:14] 我不停的排客
[01:26:16] 然後一到星期一到禮拜天
[01:26:18] 排得滿滿的
[01:26:20] 我以為這樣
[01:26:21] 我就可以就是會存錢
[01:26:24] 但是好奇怪
[01:26:26] 我還是月光族
[01:26:27] 所以終於這樣子輪迴好幾年下來
[01:26:30] 我終於受不了了
[01:26:32] 我真是很想知道我到底怎麼了
[01:26:34] 因為我其實
[01:26:35] 我能做的求神拜拜
[01:26:37] 然後去學理財
[01:26:39] 我都做過了
[01:26:40] 然後但是我身體已經受不了
[01:26:43] 再這樣一直長期不停的工作下去
[01:26:47] 結果我就是後來無意間接觸到催眠
[01:26:51] 我才去打開這個
[01:26:53] 我終於了解
[01:26:55] 為什麼我會沒有錢的原因
[01:26:59] 那那個時候我當下真的是很感動
[01:27:02] 因為我不曉得
[01:27:03] 小時候的這個爸爸媽媽為錢吵架
[01:27:06] 讓我的印象
[01:27:08] 就是影響到我之後的工作
[01:27:12] 然後價錢
[01:27:13] 金錢關
[01:27:14] 還有呢
[01:27:15] 就是我錢一是投射出來的
[01:27:18] 所以我就開始覺得
[01:27:19] 這個真的對我幫助太大了
[01:27:22] 那我看到我周遭的朋友
[01:27:24] 其實他們也蠻多人
[01:27:26] 也是有獻出這種金錢議題
[01:27:30] 所以我想說
[01:27:31] 我很想要幫助他們
[01:27:32] 所以我就開始去專業
[01:27:34] 錢一是跟催眠
[01:27:37] 太好了
[01:27:38] Annie我覺得聽到你的故事
[01:27:40] 也覺得蠻感動的
[01:27:41] 大家有沒有發現
[01:27:43] 就是其實我們每一個人
[01:27:45] 會接觸到深心靈
[01:27:47] 一定都是有一些原因的
[01:27:49] 然後這個原因促使
[01:27:51] 我們走向更深的內在旅程
[01:27:54] 那Annie你要不要講一下
[01:27:55] 就是那你來到我們的課程裡面
[01:27:59] 你覺得對你的收穫跟幫助是什麼
[01:28:02] 真的幫助非常大
[01:28:04] 好來告訴大家
[01:28:06] 我剛開始呢
[01:28:07] 也就是就跟老師剛才所講的
[01:28:10] 我的定位不清楚
[01:28:13] 我雖然很喜歡催眠
[01:28:14] 可是我真的不曉得
[01:28:16] 怎麼去形容我自己
[01:28:17] 我有很努力的去拍短語音
[01:28:20] 然後長影片
[01:28:22] 但我根本都不知道
[01:28:23] 如何去吸引大家
[01:28:25] 所以我有點算是亂拍
[01:28:27] 所以我影片是多
[01:28:29] 但是呢
[01:28:29] 完全就是沒什麼人會問我
[01:28:33] 所以那我就想說
[01:28:35] 我每天拍然後他剪片
[01:28:37] 然後就覺得很辛苦
[01:28:38] 然後就有點洩氣
[01:28:39] 然後我就會想說
[01:28:41] 那是不是我學的不夠多
[01:28:43] 所以我也是學超多的
[01:28:45] 然後變成說
[01:28:46] 我的頁面就像老師所講的
[01:28:49] 我把我所學過的全部列出來
[01:28:53] 那還是沒有人來問我
[01:28:55] 因為怎麼樣
[01:28:56] 大家會覺得說
[01:28:58] 那到底哪個才是你的強項嗎
[01:29:01] 然後結果我就覺得真的是
[01:29:04] 宇宙在幫助我
[01:29:05] 因為我那個時候我真的非常洩氣
[01:29:07] 然後我告訴我自己說
[01:29:10] 如果三年啊
[01:29:11] 我還是沒有什麼樣的成果
[01:29:13] 那算了
[01:29:14] 我就去當我的英文老師好了
[01:29:16] 就我
[01:29:17] 然後我那個時候
[01:29:18] 就還有一條後路
[01:29:20] 也不錯了
[01:29:21] 結果呢
[01:29:22] 對我也是覺得
[01:29:23] 就是宇宙有疼愛我
[01:29:25] 我那時候一想的時候
[01:29:26] 那我到處去看課
[01:29:28] 想說到底有哪個老師
[01:29:30] 可以幫助我
[01:29:31] 我真的很希望有個老師是
[01:29:33] 我很需要
[01:29:34] 我有問題出現的時候
[01:29:36] 我問他
[01:29:37] 他有課程可以告訴我
[01:29:39] 那老師呢
[01:29:40] 也可以回答我
[01:29:41] 我真的很需要這樣的人
[01:29:43] 我就看到Sally老師的分享會
[01:29:46] 我一聽
[01:29:47] 我惡話不說
[01:29:48] 我就是報名
[01:29:49] 老師對我的最大幫助
[01:29:51] 第一個就是當事經理
[01:29:52] 因為真的有些人有時候
[01:29:54] 好不容易有個人來問我了
[01:29:57] 然後我就是講書
[01:29:58] 因為我就沒有
[01:29:59] 就沒有像老師說什麼體驗方案都沒有
[01:30:01] 結果呢
[01:30:02] 他就回答一句好貴
[01:30:04] 我在考慮
[01:30:05] 就沒有了
[01:30:07] 有的是沒有講好貴
[01:30:09] 但是他就說
[01:30:10] 我在思考看看
[01:30:12] 後來問他
[01:30:13] 他也不回了
[01:30:14] 然後再來呢
[01:30:15] 就是老師的短影片
[01:30:18] 真的太實用了
[01:30:19] 老師大手筆的真的是請了攝影師
[01:30:23] 他帶我們去拍
[01:30:24] 如何怎麼去
[01:30:26] 就是說素材
[01:30:27] 所謂的素材呢
[01:30:28] 就是像這種原料一樣
[01:30:30] 就贏的材料
[01:30:31] 你要煮一個餐點
[01:30:33] 你需要什麼樣的材料
[01:30:35] 他告訴我們
[01:30:36] 他教我們去分析
[01:30:38] 我跟你講
[01:30:39] 真的沒有老師帶
[01:30:40] 我以前看很多的影片
[01:30:41] 我真的看不太出來
[01:30:43] 什麼到底什麼門道
[01:30:45] 為什麼這個影片
[01:30:46] 他會很受歡迎
[01:30:48] 所以這個我也學到了
[01:30:50] 再來就是老師他很厲害的是
[01:30:53] 他會去訓練 AI
[01:30:56] 大家都很想知道說
[01:30:58] 那我到底要怎麼去定位呢
[01:31:01] 我到底是要成為什麼呢
[01:31:03] 我會指揮
[01:31:04] 我會封水
[01:31:06] 到底哪一樣才是屬於我的
[01:31:08] 就是去推講
[01:31:10] 讓大家知道說
[01:31:11] 這是我要幫助你的方式
[01:31:14] 所以老師呢
[01:31:15] 他會透過這樣子的AI的訓練
[01:31:17] 讓我們去很輕鬆的
[01:31:19] 去找出自己的定位
[01:31:21] 你的文案
[01:31:22] 再來呢
[01:31:23] 就是老師也有設計
[01:31:24] 我們的影片
[01:31:26] 貼文 腳本
[01:31:28] 他都把你設計好了
[01:31:30] 就是那個模組化
[01:31:32] 你就不會變成說
[01:31:33] 因為你不知道
[01:31:34] 怎麼去跟AI對談
[01:31:36] 那AI出來有時候東西
[01:31:38] 大家有沒有沒有經驗過
[01:31:41] 他好機器人
[01:31:43] 他不符合你的身份
[01:31:46] 那我們如果你現在的人
[01:31:47] 都很厲害
[01:31:48] 一看就知道說
[01:31:50] 你這個就AI生成土的文章
[01:31:53] 沒有感動到他
[01:31:54] 然後也不曉得
[01:31:55] 怎麼去放行動呼籲等等
[01:31:58] 那我上了老師的課程之後
[01:32:00] 我就用老師的方法
[01:32:02] 我跟大家講
[01:32:03] 因為我其實已經嘗試了兩年
[01:32:04] 就是寫文章
[01:32:06] 以前根本都沒有人留言
[01:32:09] 完全沒有
[01:32:11] 我都不曉得是在寫給誰看的
[01:32:13] 可能就自己寫得很感動
[01:32:14] 你這樣還堅持兩年
[01:32:16] 我很佩服你
[01:32:17] 我真的真的很佩服
[01:32:19] 你還是非常有毅力
[01:32:21] 就是你底層有一個很強的動能
[01:32:24] 一直支撐你
[01:32:25] 這麼做
[01:32:26] 我 respect
[01:32:28] 謝謝老師
[01:32:30] 我覺得就是大家覺得說
[01:32:31] 選擇很重要
[01:32:33] 選擇比努力重要
[01:32:34] 我就是選擇了誰的老師
[01:32:36] 我覺得
[01:32:37] 就是我在選擇之後
[01:32:38] 我們看老師課程
[01:32:39] 然後他的課綱
[01:32:41] 線上課程
[01:32:42] 有時候看說
[01:32:44] 恍然大悟
[01:32:45] 原來我當初就是沒有注意到這一點
[01:32:49] 那其實就稍微調整一下之後
[01:32:51] 我現在寫的文章
[01:32:52] 其實蠻多人回應
[01:32:54] 真的
[01:32:55] 你不要講一下這個
[01:32:57] 大家最想知道這個
[01:32:59] 對
[01:33:00] 因為我就朋友其實也都
[01:33:03] 想說
[01:33:04] 為什麼
[01:33:05] 感覺上我的臉書上面的文章
[01:33:07] 以前頂多一個的按讚
[01:33:10] 現在就開始就會有人留言
[01:33:12] 然後就開始
[01:33:13] 因為我行動呼籲
[01:33:14] 然後我就說
[01:33:15] 那我都會去分析
[01:33:17] 我就講我的故事
[01:33:18] 我的個案的故事
[01:33:19] 那就是依照老師所教的方式
[01:33:21] 這樣去寫
[01:33:22] 然後去感動到大家
[01:33:24] 然後最後我就會有行動呼籲
[01:33:25] 但是我是不會那種
[01:33:27] 很像強迫式的推銷
[01:33:29] 我就說你有興趣
[01:33:31] 然後就開始有人開始私訊
[01:33:33] 我開始問我了
[01:33:35] 然後我覺得這好有成就感
[01:33:37] 然後我剛剛就是有去看了一下
[01:33:39] 金流的後面
[01:33:41] 我就要我其實要跟老師說
[01:33:43] 就是因為其實
[01:33:46] 我就是希望就是能夠轉成
[01:33:49] 原則的身心領導師
[01:33:50] 那因為我們就是以前
[01:33:52] 金錢不夠對不對
[01:33:54] 因為不會應流
[01:33:55] 然後那個個案諮詢呢
[01:33:57] 真的是
[01:33:59] 三個月可能就差一個
[01:34:01] 所以說不行嘛
[01:34:02] 那我們還是得要有別的工作
[01:34:05] 可是這樣子
[01:34:06] 自從加入老師的課程之後呢
[01:34:08] 我去做調整
[01:34:10] 就已經很忙了
[01:34:12] 那老師教一些策略呢
[01:34:13] 我真的覺得真的太實用了
[01:34:15] 那像
[01:34:16] 我覺得你真的很幸福
[01:34:18] 老師剛剛講的就是
[01:34:19] 我們付費的課程
[01:34:21] 就是我想說
[01:34:22] 老師
[01:34:23] 老師所以老師他就是
[01:34:25] 真的很熱愛把這些知識
[01:34:28] 去分享給大家
[01:34:29] 我真的覺得大家真的太有
[01:34:31] 你今天真是很有福氣
[01:34:33] 賺到這些
[01:34:35] 可以說是商業的秘密
[01:34:38] 那因為老師這樣子
[01:34:39] 我就調整
[01:34:41] 我就開始去思考調整之後
[01:34:43] 其實就還滿忙的啦
[01:34:45] 然後我的收入
[01:34:46] 我現在就已經
[01:34:47] 我的英文的工作啊
[01:34:49] 我已經開始越來越少
[01:34:50] 越來越少越來越少了
[01:34:52] 那是因為我的身心
[01:34:53] 就是我很熱愛的工作
[01:34:55] 我喜歡就是幫助大家
[01:34:57] 就是充滿垂淺意識
[01:34:59] 就開始增加增加增加增加增加
[01:35:02] 我還沒有完全
[01:35:04] 方便講一下
[01:35:05] 你大概增加的狀況嗎
[01:35:07] 你會覺得方便透露嗎
[01:35:08] 你覺得方便再說
[01:35:11] 我算一下
[01:35:12] 他其實蠻想知道的
[01:35:14] 對
[01:35:15] 我真的要算一下
[01:35:16] 因為其實大家想落地嘛
[01:35:18] 我理解
[01:35:19] 我先跟各位講
[01:35:20] 我也不知道
[01:35:21] 他從來
[01:35:22] 那個A你從來沒跟我講過
[01:35:24] 但是所以我現在
[01:35:25] 我是真的不知道
[01:35:26] 所以可能我們要看他
[01:35:28] 願不願意說
[01:35:30] 其實就是有課程
[01:35:31] 再加上資訊的話
[01:35:33] 大概一個月已經
[01:35:35] 差不多有三萬塊了
[01:35:36] 就是已經增加上三萬塊
[01:35:39] 如果沒有
[01:35:40] 以前等於零啊
[01:35:42] 等於零我偶爾幾千塊
[01:35:44] 對啊真的很誇張
[01:35:46] 加算不錯
[01:35:47] 如果說
[01:35:47] 而且我跟你們講
[01:35:49] 因為A你
[01:35:50] 你其實還沒做官網
[01:35:52] 知道嗎
[01:35:52] 對
[01:35:53] 其實真的說
[01:35:54] 因為你現在忙
[01:35:55] 因為他本身有一個工作
[01:35:57] 就是教英文
[01:35:59] 然後副業又做了
[01:36:01] 就做這個
[01:36:01] 但以前副業是零元收入
[01:36:04] 那現在從零元變三萬塊
[01:36:06] 我覺得不錯
[01:36:07] 但是
[01:36:08] 其實A你還可以更多
[01:36:09] 為什麼
[01:36:10] 沒錯
[01:36:10] 因為他們有跟我老實說
[01:36:12] 對不對
[01:36:12] 你自己知道
[01:36:14] 我知道
[01:36:15] 上次我們有
[01:36:16] 我們同學好幾個人
[01:36:18] 都回報這同一個事情
[01:36:20] 有一個上次還說
[01:36:21] 老師我那個官網做出來
[01:36:22] 我現在很煩惱
[01:36:23] 我說你煩惱什麼
[01:36:24] 他說
[01:36:25] 我突然之間爆亮
[01:36:26] 十幾個人怎麼辦
[01:36:28] 居然跟我說
[01:36:29] 這是煩惱
[01:36:30] 我說
[01:36:31] 你要我怎麼回答你
[01:36:32] 我突然當機
[01:36:34] 我不知道怎麼回答
[01:36:35] 十幾個人
[01:36:35] 不是很好
[01:36:36] 他說沒有
[01:36:36] 因為他的煩惱是什麼
[01:36:38] 我跟你們說
[01:36:39] 因為他的煩惱就是
[01:36:40] 他設計好了
[01:36:41] 他的那個體驗方案之後
[01:36:43] 他的下一個
[01:36:45] 那個高
[01:36:46] 高成效高轉
[01:36:48] 高成效方案
[01:36:49] 他還沒弄好
[01:36:50] 也就是他把那個官網做好
[01:36:52] 他後端的正式方案
[01:36:55] 正式高價值高成效方案
[01:36:57] 還沒做好
[01:36:58] 然後突然就一堆人約了
[01:37:00] 所以因為為什麼
[01:37:01] 他就他說
[01:37:02] 他說我本來要做好
[01:37:03] 才出去
[01:37:03] 結果他的閨蜜一看到
[01:37:05] 覺得哇靠怎麼那麼好
[01:37:07] 然後他就
[01:37:08] 他的閨蜜就幫他發出去
[01:37:10] 所以不是他本人發出去的
[01:37:12] 是他的閨蜜幫他發了一把
[01:37:15] 結果才推出去
[01:37:16] 因為大家知道嗎
[01:37:17] 那個體驗方案很平
[01:37:19] 那個同學體驗方案好像也是
[01:37:21] 199299我忘記了
[01:37:23] 本來都是這麼便宜的
[01:37:24] 然後他就突然多
