[00:00] 我這幾天在閉關
[01:11:02] 這些勞動力
[01:11:03] 就框了44個員工
[01:11:05] 那邊放著
[01:11:06] 給他幹嘛
[01:11:07] 對
[01:11:08] 所以他們等於是
[01:11:11] 每天到
[01:11:12] 跟廟裡面
[01:11:13] 到廟裡面
[01:11:14] 休息時一樣
[01:11:15] 我們天都要有工作
[01:11:17] 每天都要排著媽媽
[01:11:18] 他的客
[01:11:19] 特表都要排著媽媽
[01:11:20] 可是我覺得
[01:11:21] 前三個月不可能
[01:11:22] 所以前三個月還有一件事情
[01:11:23] 就是
[01:11:24] 我要前三個月
[01:11:26] 除了在等的過程中
[01:11:27] 我們內部人員
[01:11:28] 就要出頭一顆杆
[01:11:30] 三個月我都覺得出來
[01:11:31] 嗯
[01:11:32] 三個月我都覺得很難
[01:11:34] 除非有個
[01:11:36] 既有的系統可以超
[01:11:37] 這樣
[01:11:38] 超可能快一點
[01:11:39] 不知道
[01:11:40] 對
[01:11:41] 直接
[01:11:42] 快點超薪
[01:11:43] 放心就拿到
[01:11:44] 太累了
[01:11:45] 對
[01:11:46] 我們可以有
[01:11:47] 所以前三個月要做的事很多
[01:11:48] 譬如說
[01:11:49] 負責教學組的
[01:11:50] 你的利根質語
[01:11:51] 你們就可能就要把客杆
[01:11:52] 或是把教育系統
[01:11:53] 這種出來
[01:11:54] 如果
[01:11:55] 如果自己弄
[01:11:56] 那就
[01:11:57] 覺得
[01:11:58] 就像你講的
[01:11:59] 直接丟到心裡
[01:12:00] 還有心
[01:12:01] 這樣
[01:12:02] 我覺得
[01:12:03] 你也覺得
[01:12:04] 人家那個系統是完整的
[01:12:05] 因為心裡還
[01:12:06] 它
[01:12:07] 它有底帶
[01:12:08] 它有底帶
[01:12:09] 有嗎
[01:12:10] 我去做
[01:12:11] 做
[01:12:12] 我給你包多少
[01:12:14] 多少
[01:12:16] 就是我
[01:12:18] 我一直出動
[01:12:19] 我做一個最大的帶
[01:12:21] 我可以拿百里
[01:12:22] 是不是有心
[01:12:23] 嗯
[01:12:24] 我不要記得
[01:12:25] 那我自己
[01:12:26] 弄學
[01:12:27] 但是我只要不擺
[01:12:28] 就是
[01:12:29] 因為這些都是我們
[01:12:30] 幾比
[01:12:31] 我自己要不弄的
[01:12:32] 就不想說
[01:12:34] 我去
[01:12:35] 我帶套系統
[01:12:36] 我學一年
[01:12:37] 在一年
[01:12:38] 大大大
[01:12:39] 我去學習
[01:12:40] 在一年裡面
[01:12:41] 我要
[01:12:42] 我要16萬8
[01:12:43] 它不能夠連續
[01:12:46] 一直上一個月內
[01:12:47] 把它搞定嗎
[01:12:48] 還是還要分
[01:12:50] 它必須去
[01:12:51] 去
[01:12:52] 它必須去
[01:12:54] 去
[01:12:55] 去
[01:12:56] 去
[01:12:57] 去
[01:12:58] 去
[01:12:59] 去
[01:13:00] 去
[01:13:01] 去
[01:13:02] 去
[01:13:03] 去
[01:13:04] 去
[01:13:05] 去
[01:13:06] 去
[01:13:07] 去
[01:13:08] 去
[01:13:09] 去
[01:13:10] 去
[01:13:11] 去
[01:13:12] 去
[01:13:13] 去
[01:13:14] 去
[01:13:15] 去
[01:13:16] 去
[01:13:17] 去
[01:13:18] 去
[01:13:19] 去
[01:13:20] 去
[01:13:21] 去
[01:13:22] 去
[01:13:23] 去
[01:13:24] 去
[01:13:25] 去
[01:13:26] 去
[01:13:27] 去
[01:13:28] 去
[01:13:29] 去
[01:13:30] 去
[01:13:31] 去
[01:13:32] 去
[01:13:33] 去
[01:13:34] 去
[01:13:35] 去
[01:13:36] 去
[01:13:37] 去
[01:13:38] 去
[01:13:39] 去
[01:13:40] 去
[01:13:41] 去
[01:13:42] 去
[01:13:43] 去
[01:13:44] 去
[01:13:45] 去
[01:13:46] 去
[01:13:47] 去
[01:13:48] 去
[01:13:49] 去
[01:13:50] 去
[01:13:51] 去
[01:13:52] 去
[01:13:53] 去
[01:13:53] 去
[01:13:54] 去
[01:13:55] 去
[01:13:56] 去
[01:13:57] 去
[01:13:58] 去
[01:13:59] 去
[01:14:00] 去
[01:14:01] 去
[01:14:02] 去
[01:14:03] 去
[01:14:04] 去
[01:14:05] 去
[01:14:06] 去
[01:14:07] 去
[01:14:08] 去
[01:14:09] 去
[01:14:10] 去
[01:14:11] 去
[01:14:12] 去
[01:14:13] 去
[01:14:14] 去
[01:14:15] 去
[01:14:16] 去
[01:14:17] 去
[01:14:18] 去
[01:14:19] 去
[01:14:20] 去
[01:14:21] 去
[01:14:22] 去
[01:14:23] 去
[01:14:24] 去
[01:14:25] 去
[01:14:26] 去
[01:14:27] 去
[01:14:28] 去
[01:14:29] 去
[01:14:30] 去
[01:14:31] 去
[01:14:32] 去
[01:14:33] 去
[01:14:34] 去
[01:14:35] 去
[01:14:36] 去
[01:14:37] 去
[01:14:38] 去
[01:14:39] 去
[01:14:40] 去
[01:14:41] 去
[01:14:42] 去
[01:14:43] 去
[01:14:44] 去
[01:14:45] 去
[01:14:46] 去
[01:14:47] 去
[01:14:48] 去
[01:14:49] 去
[01:14:50] 去
[01:14:51] 去
[01:14:52] 去
[01:14:52] 去
[01:14:53] 去
[01:14:54] 去
[01:14:55] 去
[01:14:56] 去
[01:14:57] 去
[01:14:58] 去
[01:14:59] 去
[01:15:00] 去
[01:15:01] 去
[01:15:02] 去
[01:15:03] 去
[01:15:04] 去
[01:15:05] 去
[01:15:06] 去
[01:15:07] 去
[01:15:08] 去
[01:15:09] 去
[01:15:10] 去
[01:15:11] 去
[01:15:12] 去
[01:15:13] 去
[01:15:14] 去
[01:15:15] 去
[01:15:16] 去
[01:15:17] 去
[01:15:18] 去
[01:15:19] 去
[01:15:20] 去
[01:15:21] 去
[01:15:22] 去
[01:15:23] 去
[01:15:24] 去
[01:15:25] 去
[01:15:26] 去
[01:15:27] 去
[01:15:28] 去
[01:15:29] 去
[01:15:30] 去
[01:15:31] 去
[01:15:32] 去
[01:15:33] 去
[01:15:34] 去
[01:15:35] 去
[01:15:36] 去
[01:15:37] 去
[01:15:38] 去
[01:15:39] 去
[01:15:40] 去
[01:15:41] 去
[01:15:42] 去
[01:15:43] 去
[01:15:44] 去
[01:15:45] 去
[01:15:46] 去
[01:15:47] 去
[01:15:48] 去
[01:15:49] 去
[01:15:50] 去
[01:15:51] 去
[01:15:52] 去
[01:15:53] 去
[01:15:54] 去
[01:15:55] 去
[01:15:56] 去
[01:15:57] 去
[01:15:58] 去
[01:15:59] 去
[01:16:00] 去
[01:16:01] 去
[01:16:02] 去
[01:16:03] 去
[01:16:04] 去
[01:16:05] 去
[01:16:06] 去
[01:16:07] 去
[01:16:08] 去
[01:16:09] 去
[01:16:10] 去
[01:16:11] 去
[01:16:12] 去
[01:16:13] 去
[01:16:14] 去
[01:16:15] 去
[01:16:16] 去
[01:16:17] 去
[01:16:18] 去
[01:16:19] 去
[01:16:20] 去
[01:16:20] 去
[01:16:21] 去
[01:16:22] 去
[01:16:23] 去
[01:16:24] 去
[01:16:25] 去
[01:16:26] 去
[01:16:27] 去
[01:16:28] 去
[01:16:29] 去
[01:16:30] 去
[01:16:31] 去
[01:16:32] 去
[01:16:33] 去
[01:16:34] 去
[01:16:35] 去
[01:16:36] 去
[01:16:37] 去
[01:16:38] 去
[01:16:39] 去
[01:16:40] 去
[01:16:41] 去
[01:16:42] 去
[01:16:43] 去
[01:16:44] 去
[01:16:45] 去
[01:16:46] 去
[01:16:47] 去
[01:16:48] 去
[01:16:49] 去
[01:16:50] 去
[01:16:51] 去
[01:16:52] 去
[01:16:53] 去
[01:16:54] 去
[01:16:55] 去
[01:16:56] 去
[01:16:57] 去
[01:16:58] 去
[01:16:59] 去
[01:17:00] 去
[01:17:01] 去
[01:17:02] 去
[01:17:03] 去
[01:17:04] 去
[01:17:05] 去
[01:17:06] 去
[01:17:07] 去
[01:17:08] 去
[01:17:09] 去
[01:17:10] 去
[01:17:11] 去
[01:17:12] 去
[01:17:13] 去
[01:17:14] 去
[01:17:15] 去
[01:17:16] 去
[01:17:17] 去
[01:17:18] 去
[01:17:19] 去
[01:17:19] 去
[01:17:20] 去
[01:17:21] 去
[01:17:22] 去
[01:17:23] 去
[01:17:24] 去
[01:17:25] 去
[01:17:26] 去
[01:17:27] 去
[01:17:28] 去
[01:17:29] 去
[01:17:30] 去
[01:17:31] 去
[01:17:32] 去
[01:17:33] 去
[01:17:34] 去
[01:17:35] 去
[01:17:36] 去
[01:17:37] 去
[01:17:38] 去
[01:17:39] 去
[01:17:40] 去
[01:17:41] 去
[01:17:42] 去
[01:17:43] 去
[01:17:44] 去
[01:17:45] 去
[01:17:46] 去
[01:17:47] 去
[01:17:49] 去
[01:17:50] 去
[01:17:51] 去
[01:17:52] 去
[01:17:53] 去
[01:17:54] 去
[01:17:55] 去
[01:17:56] 去
[01:17:57] 去
[01:17:58] 去
[01:17:59] 去
[01:18:00] 去
[01:18:01] 去
[01:18:02] 去
[01:18:03] 去
[01:18:04] 去
[01:18:05] 去
[01:18:06] 去
[01:18:07] 去
[01:18:08] 去
[01:18:09] 去
[01:18:10] 去
[01:18:11] 去
[01:18:12] 去
[01:18:13] 去
[01:18:14] 去
[01:18:15] 去
[01:18:17] 去
